qr,loc,plot,field,nLvl,irrigation,rep,row,range,genotype,population,anthesisDate,silkDate,notes,leafDimHtDate,earHt,flagLeafHt,tasselTipHt,harvestDate,combineYield,combineMoisture,combineTestWt,harvestSeq,earFillLen,earWidth,shelledCobLen,shelledCobWidth,shelledCobWt,kernelsPerEar,kernelMass,kernelColor,kernelStriping,kernelsPerRow,kernelRows,hundredKernelWt,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh,pctMoistureNIR,latitude,longitude,yieldPerAc,plantDensity,pctRootLodge,pctStalkLodge,plantDate,totalStandCt,plotLen,daysToAnthesis,daysToSilk,moistureCorrectedKernelMass,moistureCorrectedHundredKernelWt,earLen,earWt,lbsNPerAc,ASI,GDDToAnthesis,GDDToSilk,ASI.GDD,exp,earHt.sp,flagLeafHt.sp,tasselTipHt.sp,combineMoisture.sp,combineTestWt.sp,earLen.sp,earFillLen.sp,earWidth.sp,shelledCobWidth.sp,shelledCobWt.sp,shelledCobLen.sp,kernelsPerEar.sp,moistureCorrectedStarch.sp,moistureCorrectedProtein.sp,moistureCorrectedOil.sp,moistureCorrectedFiber.sp,moistureCorrectedAsh.sp,yieldPerAc.sp,GDDToAnthesis.sp,GDDToSilk.sp,kernelsPerRow.sp,kernelRows.sp,moistureCorrectedKernelMass.sp,moistureCorrectedHundredKernelWt.sp,ASI.GDD.sp,daysToAnthesis.sp,daysToSilk.sp,ASI.sp
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT974$ROW14$RANGE30$LH195 X 3IIH6,North Platte2,974,Partial Irrigation,High,Partial,2,14,30,LH195 X 3IIH6,Hybrid,2022-07-24,2022-07-26,,NA,150,300,NA,2022-10-28 05:00:00,22.073021,14.081848,58.963802,NA,15.6,3.9,18.2,2.5,26.5,518.5,143.4,yellow,N,35,15.5,NA,72.35,8.12,3.87,0.32,0.88,0.04,NA,NA,199.517863621086,33000,0,0,2022-05-17 05:00:00,66,17.5,68,70,149.375,27.9166666666667,NA,NA,225,2,1377.81,1419.11,41.3000000000002,NA,139.176472883125,292.07804112238,NA,14.2199049919875,58.9369179836416,NA,15.5717229496542,4.04474734868321,2.62000172714627,24.1978147592982,17.6695115619828,503.876889976421,71.3630715637688,8.58492654981179,3.83081740561023,0.527467328744184,0.913453949005995,199.274244637599,1353.39232110964,1407.50537740958,34.6542935407649,15.6640149731243,149.644096446281,29.4825696185864,56.9062769494198,67.009655964077,69.4958217835029,2.60309998743493
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT778$ROW10$RANGE17$2FACC X 3IIH6,North Platte2,778,Partial Irrigation,Medium,Partial,2,10,17,2FACC X 3IIH6,Hybrid,2022-07-22,2022-07-19,,NA,110,260,NA,2022-10-27 05:00:00,22.105326,13.609175,59.642101,NA,14.9,4.8,16.2,2.9,21.5,535.2,150.4,yellow,N,33,18,NA,68.15,9.17,3.72,1.06,1.05,0.03,NA,NA,200.909108966257,31500,0,0,2022-05-17 05:00:00,63,17.5,66,63,155.051546391753,28.9690721649485,NA,NA,150,-3,1324.76,1260.11,64.6499999999999,NA,117.065287386495,270.875994328798,NA,13.9373226639107,59.4941637370606,NA,15.1252276042104,4.4602792905718,2.77171285285625,20.9613158817675,16.4847203412795,505.790571294573,68.9568994754778,9.52541632382877,3.82878096982061,1.05060222908885,1.05325655368869,185.760104078105,1356.41712535313,1292.22306561121,33.4174415019991,16.7733936372991,149.444545116328,29.7070541006446,69.1445664942979,67.3323341389219,64.3915051225659,-3.08607330802834
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT769$ROW1$RANGE17$LH185 X W606S,North Platte2,769,Partial Irrigation,Medium,Partial,1,1,17,LH185 X W606S,Hybrid,2022-07-27,2022-07-20,,NA,100,270,NA,2022-10-26 05:00:00,17.007786,12.916124,60.1306,NA,16.8,3.8,17.9,2.6,17.5,393.5,102.8,orange,N,33,15,NA,70.27,10.81,3.67,0.5,0.8,0.04,NA,NA,155.819072727134,28500,0,0,2022-05-17 05:00:00,57,17.5,71,64,107.083333333333,26.9791666666667,NA,NA,150,-7,1443.31,1282.71,160.6,NA,110.819050768263,274.984475144125,NA,13.1345087144303,59.9838911768886,NA,15.9331145258651,3.92945566854958,2.66904017907235,18.3638343844263,17.3111640288786,428.334030693635,69.9035370679655,10.4069759378851,3.80228281551257,0.738516724564028,0.887378084064696,164.581530202194,1391.51163773023,1274.4371176622,32.6204371809185,15.3454047159118,119.635719380505,27.2313105405907,114.260254737202,68.7908881935501,63.6893185876231,-4.85681592527112
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT770$ROW2$RANGE17$PHP02 X LH145,North Platte2,770,Partial Irrigation,Medium,Partial,1,2,17,PHP02 X LH145,Hybrid,2022-07-21,2022-07-17,,NA,130,270,NA,2022-10-26 05:00:00,16.16153,13.822874,59.559498,NA,15,3.9,16.2,2.9,19.2,400.2,116.5,yellow,N,29.2,15,NA,69.81,11.11,4.53,0.88,0.97,0.05,NA,NA,146.524268238161,32500,0,0,2022-05-17 05:00:00,65,17.5,65,61,122.631578947368,29.3684210526316,NA,NA,150,-4,1301.61,1211.51,90.1000000000001,NA,126.132019817415,275.19776302106,NA,13.6599788207863,59.6784896271177,NA,15.0489712579493,3.98280087360414,2.81177988956104,19.2802261971042,16.4637836733045,433.522110609105,69.6861329634619,10.5452361729322,4.23244927689789,0.936355645237575,0.979925369553174,159.791742190397,1329.36403523794,1248.52965279694,30.9203738461427,15.3370171874489,128.059909602114,28.5904783081105,79.3273564935511,66.1653977913458,62.6009238859195,-3.38228844899684
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT975$ROW15$RANGE30$LH82 X PHB47,North Platte2,975,Partial Irrigation,High,Partial,2,15,30,LH82 X PHB47,Hybrid,2022-07-20,2022-07-26,,NA,110,260,NA,2022-10-28 05:00:00,21.699795,13.368823,59.326302,NA,15,4.1,17.5,2.8,18.1,571.2,119.4,yellow,N,35.2,17,NA,71.13,9.04,4.39,0.36,0.9,0.04,NA,NA,197.772055844752,30000,0,0,2022-05-17 05:00:00,60,17.5,64,70,124.375,21.7708333333333,NA,NA,225,6,1282.71,1419.11,136.4,NA,119.287878355196,272.142860209775,NA,13.8354419805785,59.0952273165439,NA,15.3010782998964,4.14967990122985,2.77330171857863,20.0604435609447,17.3809740142783,532.010816308346,70.7652972433438,9.05628662625053,4.09879320525487,0.548056484576299,0.922918865981271,200.555009170813,1304.93642208611,1406.79418209093,34.7948463579252,16.4326787471418,137.645651750559,26.4804794022936,104.590596990752,64.9693634434245,69.4653229700988,4.6134798736658
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT967$ROW7$RANGE30$PHP02 X PHK76,North Platte2,967,Partial Irrigation,High,Partial,1,7,30,PHP02 X PHK76,Hybrid,2022-07-19,2022-07-22,,NA,130,280,NA,2022-10-27 05:00:00,18.054573,13.255017,59.892799,NA,16.2,3.9,17.1,3,21.7,409.2,135.8,orange,N,31,14,NA,68.27,9.84,3.84,0.78,0.96,0.04,NA,NA,164.765647708775,32500,0,0,2022-05-17 05:00:00,65,17.5,63,66,141.458333333333,33.9583333333333,NA,NA,225,3,1260.11,1324.76,64.6499999999999,NA,128.396488776509,281.623985546777,NA,13.7632381864354,59.601421754862,NA,15.7953831795311,4.01021918077418,2.84688441395327,21.3594075679691,16.9656395938114,440.731734854793,69.2249026155158,9.36564266443155,3.75980689048668,0.768672858709726,0.954375794579587,170.089793865538,1300.88328234345,1365.30728120345,32.5536967124487,14.7833686879295,142.176314414406,32.0076176950875,67.6406238782261,64.7916734428378,67.7092441030287,3.03037614203006
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT775$ROW7$RANGE17$2369 X PHN82,North Platte2,775,Partial Irrigation,Medium,Partial,1,7,17,2369 X PHN82,Hybrid,2022-07-27,2022-07-23,,NA,130,280,NA,2022-10-27 05:00:00,23.39842,16.052002,58.195801,NA,16.1,3.9,17.8,2.5,21.7,584.2,154.8,yellow,N,41,14.5,NA,73.2,7.55,4,0.28,0.83,0.04,NA,NA,206.648357563626,31500,0,0,2022-05-17 05:00:00,63,17.5,71,67,161.25,27.7083333333333,NA,NA,150,-4,1443.31,1348.66,94.6499999999999,NA,127.142506251668,280.900970932939,NA,15.3784710203,58.5703864924005,NA,15.6780719448052,3.99983875234313,2.58203503998927,20.8621796362652,17.2768756113761,531.207702271724,71.4441122065137,8.72019465547806,3.96828158378338,0.664121243080611,0.942008537834012,189.129994782185,1426.51918299188,1350.87366134284,37.4495369244703,15.0461388212095,150.611248711356,28.5831439725096,83.1853640642748,70.287255999456,67.0028521159037,-3.50965092963329
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT772$ROW4$RANGE17$LH82 X PHB47,North Platte2,772,Partial Irrigation,Medium,Partial,1,4,17,LH82 X PHB47,Hybrid,2022-07-22,2022-07-20,,NA,120,270,NA,2022-10-26 05:00:00,21.406878,12.848591,60.158199,NA,11.8,3.6,14.1,2.5,15.5,424,63.4,yellow,N,29.2,15,NA,70.82,10.26,4.43,1.03,0.99,0.05,NA,NA,196.274025128396,32000,0,0,2022-05-17 05:00:00,64,17.5,66,64,66.7368421052632,21.0526315789474,NA,NA,150,-2,1324.76,1282.71,42.05,NA,121.686936403598,275.580238781696,NA,13.3899419517113,59.8735245352151,NA,13.4806621334103,3.8395379898161,2.59798145824536,17.5630103246949,15.4190221435195,448.605079141643,70.216324714827,10.0984933512771,4.18278219951895,1.02594466148977,1.00417458076695,184.383038305713,1356.61001608353,1303.10906986853,31.271191041144,15.3203198005758,101.41168117596,24.761669526265,55.9355798422083,67.3349222677238,64.9007755498638,-2.43323313943283
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT758$ROW6$RANGE16$LH195 X LH123HT,North Platte2,758,Partial Irrigation,Medium,Partial,1,6,16,LH195 X LH123HT,Hybrid,2022-07-28,2022-07-25,,NA,130,300,NA,2022-10-27 05:00:00,23.970703,17.850311,57.151199,NA,16,4,16.5,2.6,21.7,454.5,133,yellow,N,36,15.5,NA,71.24,9.77,3.56,0.98,0.85,0.05,NA,NA,207.167572269564,32500,0,0,2022-05-17 05:00:00,65,17.5,72,69,140,31.3684210526316,NA,NA,150,-3,1464.21,1400.36,63.8499999999999,NA,127.097264577981,290.745722599975,NA,16.1389093399932,58.1592339081913,NA,15.6037948660916,4.03473137945252,2.71343868720185,20.6851171796922,16.5953719198215,460.760939016356,70.416868334234,9.88636902080689,3.76963648323556,1.01165169997308,0.949044359761577,188.151272224394,1437.35528154219,1374.97935057009,34.7430342440875,15.5483455595664,137.683652160592,30.1606089775449,67.0207126246977,70.8037259364911,67.9372145450857,-2.99853990756116
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT756$ROW4$RANGE16$LH74 X PHM49,North Platte2,756,Partial Irrigation,Medium,Partial,1,4,16,LH74 X PHM49,Hybrid,2022-07-23,2022-07-20,,NA,120,270,NA,2022-10-26 05:00:00,18.848066,13.052759,60.108299,NA,15,4.1,16.8,2.9,16.1,401.8,116.4,yellow,N,32.5,13,NA,71.32,9.56,4.32,0.88,0.85,0.05,NA,NA,172.40810625468,30500,0,0,2022-05-17 05:00:00,61,17.5,67,64,122.526315789474,29.5789473684211,NA,NA,150,-3,1348.66,1282.71,65.95,NA,121.749827442207,275.692200154984,NA,13.5069589348389,59.8283205201163,NA,15.0780542927556,4.07520500997062,2.87744537021701,17.7326225600224,16.7300534310391,433.348649316639,70.4180667825153,9.80666562381064,4.14991509691445,0.952031409070165,0.938660620362766,170.856128934986,1369.23576441601,1303.20650377628,32.7649681073191,14.3163629220557,127.457014308405,28.8759982693345,66.9503244110069,67.8645440992264,64.9013653655546,-2.93761295422112
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT972$ROW12$RANGE30$B73 X PHZ51,North Platte2,972,Partial Irrigation,High,Partial,2,12,30,B73 X PHZ51,Hybrid,2022-07-22,2022-07-26,,NA,150,300,NA,2022-10-27 05:00:00,20.714838,16.527601,57.958202,NA,15.4,4.5,17,3.2,26.2,498.5,146.3,yellow,N,33.5,16,NA,70.81,7.97,3.42,0.56,0.89,0.04,NA,NA,181.911233482109,28500,0,0,2022-05-17 05:00:00,57,17.5,66,70,152.395833333333,30.2083333333333,NA,NA,225,4,1324.76,1419.11,94.3500000000001,NA,138.953641912351,291.94830285377,NA,15.4783343629489,58.491225161024,NA,15.4280810393912,4.33488222659898,2.9634005507478,23.9225559366619,16.9681059176013,490.593469811783,70.5655796951189,8.48724209217007,3.58985544532591,0.648974724500605,0.919246556995726,186.283366287787,1328.67908532087,1408.92762948959,33.8389796552747,15.8766873639427,150.151226490636,30.486750126764,83.162617295488,66.0902380205143,69.5568128493495,3.58233652899653
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT754$ROW2$RANGE16$2369 X LH123HT,North Platte2,754,Partial Irrigation,Medium,Partial,1,2,16,2369 X LH123HT,Hybrid,2022-07-28,2022-07-25,,NA,150,310,NA,2022-10-26 05:00:00,20.439354,14.873051,58.7061,NA,15.2,4.2,16.5,3.1,23.2,482.2,131.8,yellow,N,35.2,14.5,NA,70.4,9.67,3.42,1.2,0.78,0.04,NA,NA,183.049824108681,33000,0,1.51515151515152,2022-05-17 05:00:00,66,17.5,72,69,137.291666666667,27.8125,NA,NA,150,-3,1464.21,1400.36,63.8499999999999,NA,136.181265929269,295.545006879378,NA,14.2395598024763,59.2136977199797,NA,15.1522662961601,4.11573084024422,2.99386670028224,21.1301256585835,16.5647327825193,471.156835927257,69.9192652150294,9.89243028104409,3.70019371092808,1.09683597789565,0.888943327407298,176.246927854638,1408.97958861416,1341.34681599448,33.7550909764808,15.0844562982479,133.347280603279,27.6028738199089,64.7819783789548,69.5932343944837,66.5313090136129,-2.87668640635881
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT963$ROW3$RANGE30$LH74 X PHM49,North Platte2,963,Partial Irrigation,High,Partial,1,3,30,LH74 X PHM49,Hybrid,2022-07-24,2022-07-27,,NA,120,270,NA,2022-10-26 05:00:00,17.828665,14.283825,59.270302,NA,15.5,4,17.1,2.5,20.6,510,144.2,yellow,N,37.2,14,NA,71.82,7.88,4.54,0.42,0.77,0.04,NA,NA,160.774323044202,31500,0,0,2022-05-17 05:00:00,63,17.5,68,71,150.208333333333,31.6666666666667,NA,NA,225,3,1377.81,1443.31,65.5,NA,122.950529791707,276.364619641724,NA,14.1016943209098,59.3854334855999,NA,15.3885301561099,4.04048862704725,2.58365318774561,20.5588958028666,16.9563781348553,493.169562311005,70.9909163987575,8.34033281637624,4.07750073073818,0.577173108904308,0.855785380544488,168.102166933569,1363.3565629938,1427.42512141245,35.7610204388685,14.7087163349325,144.558967845659,30.5784775820318,67.5284409674687,67.4528135823479,70.3311474877444,2.9888486001989
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT784$ROW16$RANGE17$LH123HT X 3IIH6,North Platte2,784,Partial Irrigation,Medium,Partial,2,16,17,LH123HT X 3IIH6,Hybrid,2022-07-27,2022-07-20,,NA,150,300,NA,2022-10-28 05:00:00,17.532564,12.615173,59.857201,NA,17.2,4,17.9,2.8,22.5,495.5,125.4,yellow,N,34,15.5,NA,68.7,9.87,3.63,1.11,0.97,0.04,NA,NA,161.182002020529,32500,0,1.53846153846154,2022-05-17 05:00:00,65,17.5,71,64,130.625,28.75,NA,NA,150,-7,1443.31,1282.71,160.6,NA,136.19626225104,290.265506426198,NA,13.445823952,59.2322210178814,NA,16.3690675279379,4.08154155316859,2.70979075264765,21.8594820958523,17.3503925634637,476.489964579291,69.3074738708949,9.89922473441848,3.78477974455066,1.02381061110111,0.960030694684909,164.731245266547,1422.79972065235,1300.69263178517,33.5582534462097,15.4792617184577,141.083158829689,30.5845234948955,119.109252055934,70.1382465539236,64.7934629751248,-5.23894794752561
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT779$ROW11$RANGE17$LH198 X PHB47,North Platte2,779,Partial Irrigation,Medium,Partial,2,11,17,LH198 X PHB47,Hybrid,2022-07-27,2022-07-24,,NA,120,290,NA,2022-10-27 05:00:00,18.576944,13.710033,59.7519,NA,15.1,3.8,15.8,2.5,22.9,534.5,146.8,yellow,N,37,15,NA,69.94,10.86,4.58,1.34,0.95,0.05,NA,NA,168.643519426253,32500,0,0,2022-05-17 05:00:00,65,17.5,71,68,154.526315789474,28.8421052631579,NA,NA,150,-3,1443.31,1377.81,65.5,NA,121.952029936985,285.817869794304,NA,13.8822375206839,59.6110108007575,NA,15.2408923120355,3.96375965965032,2.56874148628775,21.7276842322097,16.2873332956299,504.239109487649,69.8644952073295,10.3728250816074,4.25894743214071,1.18523590869244,0.995363137850203,169.444649684371,1410.8683238353,1343.23998445766,35.358544285944,15.2659520815257,149.824145956949,29.808069138048,69.8943190163042,69.6293130623291,66.5724595656192,-3.11154953701564
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT962$ROW2$RANGE30$2369 X PHN82,North Platte2,962,Partial Irrigation,High,Partial,1,2,30,2369 X PHN82,Hybrid,2022-07-24,2022-07-27,,NA,130,280,NA,2022-10-26 05:00:00,20.73695,13.907424,59.5867,NA,15,4.4,16.6,3.5,19,504.5,127.3,yellow,N,34.8,16.5,NA,73.12,6.91,3.93,0.07,0.76,0.04,NA,NA,187.821655972835,32500,0,1.53846153846154,2022-05-17 05:00:00,65,17.5,68,71,132.604166666667,25.9375,NA,NA,225,3,1377.81,1443.31,65.5,NA,127.838992766449,281.299784328728,NA,13.8546833512801,59.5738850775954,NA,15.1150091255569,4.23555597906969,3.08034277289699,19.6962684755231,16.688917883075,491.569589317356,71.6411308664011,7.84401869570892,3.76438368385898,0.402031369741007,0.849903015303355,182.674791618391,1364.26235758912,1428.13568180832,34.5986301686401,15.9400535945619,135.260766407701,27.6430675270403,67.3943427755171,67.493096154569,70.3616164098032,2.97848913508837
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT964$ROW4$RANGE30$PHP02 X W606S,North Platte2,964,Partial Irrigation,High,Partial,1,4,30,PHP02 X W606S,Hybrid,2022-07-23,2022-07-26,,NA,130,270,NA,2022-10-26 05:00:00,19.295307,13.599975,59.540199,NA,15.6,4.4,18.4,3.2,20.7,399.5,117.2,orange,N,29.8,15,NA,71.46,8.92,3.53,0.58,0.87,0.04,NA,NA,175.388309897059,32000,0,0,2022-05-17 05:00:00,64,17.5,67,70,122.083333333333,29.6875,NA,NA,225,3,1348.66,1419.11,70.45,NA,128.062052538277,276.429471391996,NA,13.8134740388411,59.4930432418873,NA,15.4581029580928,4.24542126960582,2.93696268550471,20.6715233069459,17.6177437007583,436.922140767749,70.8103238996575,8.87165834598747,3.58060238278362,0.659516417475064,0.906796759981721,174.693157083028,1347.87575772239,1414.61450648744,32.0237440085843,15.2273792043775,130.993166606811,29.659720966957,70.1376067542732,66.9125300062739,69.8006760639202,2.99921532948036
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT760$ROW8$RANGE16$B73 X MO17,North Platte2,760,Partial Irrigation,Medium,Partial,1,8,16,B73 X MO17,Hybrid,2022-07-27,2022-07-24,,NA,160,290,NA,2022-10-27 05:00:00,15.641731,14.481926,59.040298,NA,15,4.2,16.1,3.1,19.1,365.8,111.9,yellow,N,28.8,14.5,NA,70.37,10.46,3.2,1.31,0.93,0.03,NA,NA,140.727122063528,31500,0,0,2022-05-17 05:00:00,63,17.5,71,68,115.360824742268,30.3092783505155,NA,NA,150,-3,1443.31,1377.81,65.5,NA,142.142410131714,285.653698346581,NA,14.4978476157467,59.063632408367,NA,15.1294736615615,4.14432114075482,2.95307276819825,19.5376022067913,16.4106877324341,416.291683806336,70.020669835542,10.2150843653674,3.58935787034784,1.17830218560966,0.995179888067727,154.825849822691,1424.77393897599,1361.3712876687,31.2175257138987,15.0305924508884,126.849559247324,30.0208679088302,68.9683940614978,70.2146427422288,67.3277216008113,-3.05946729843437
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT969$ROW9$RANGE30$LH74 X PHM49,North Platte2,969,Partial Irrigation,High,Partial,2,9,30,LH74 X PHM49,Hybrid,2022-07-22,2022-07-27,,NA,120,270,NA,2022-10-27 05:00:00,20.9631,14.7899,59.100498,NA,14.2,4,15.6,2.5,17.2,339.5,108.4,yellow,N,30.5,13.5,NA,72.29,9.26,3.72,0.62,0.7,0.04,NA,NA,187.923746960086,31500,0,0,2022-05-17 05:00:00,63,17.5,66,71,112.916666666667,32.6041666666667,NA,NA,225,5,1324.76,1443.31,118.55,NA,123.619359896738,276.753631918349,NA,14.5805698552947,59.1587776689995,NA,14.8045122385571,4.07008443596459,2.6034934569501,19.2346660552917,16.2086190607486,407.154047142784,71.2591205241426,9.09827930698137,3.71586368009084,0.686646771658469,0.824769519008981,184.079868007748,1331.39662260217,1423.16057264228,32.2968069048977,14.5706958610975,128.90679701374,31.4721874844172,94.8595079278064,66.211101150363,70.148278805864,4.05117291754663
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT965$ROW5$RANGE30$B37 X H95,North Platte2,965,Partial Irrigation,High,Partial,1,5,30,B37 X H95,Hybrid,2022-07-28,2022-07-28,,NA,150,300,NA,2022-10-27 05:00:00,13.103394,14.9916,58.966702,NA,14.4,4.1,15.1,3.2,22.2,444.5,105.8,yellow,N,26,17,NA,69.11,10.31,4.41,0.75,0.92,0.04,NA,NA,117.187347442768,32500,0,1.53846153846154,2022-05-17 05:00:00,65,17.5,72,72,110.208333333333,24.375,NA,NA,225,0,1464.21,1464.21,0,NA,138.17355453867,291.494325175119,NA,14.5571645444225,59.1816128471609,NA,14.873853549606,4.10035390862935,2.94027109399578,21.4841510389929,15.972057335559,458.693420305359,69.6356334902117,9.57798909246174,4.02868715466491,0.748117685241704,0.932827165950546,145.332685236517,1404.74494058078,1436.4538256467,30.0917702802771,16.2460422089859,125.553227097845,27.0742976800046,35.0468615500948,69.3722452909402,70.7702015926568,1.50959233174849
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT968$ROW8$RANGE30$PHT69 X 3IIH6,North Platte2,968,Partial Irrigation,High,Partial,1,8,30,PHT69 X 3IIH6,Hybrid,2022-07-17,2022-07-20,,NA,130,280,NA,2022-10-27 05:00:00,21.732418,12.599792,60.359501,NA,17.2,4.4,17.2,3,17.5,509.8,147.8,yellow,N,34.2,17,NA,69.3,7.88,4.25,0.82,1.09,0.02,NA,NA,199.827657771599,31500,0,0,2022-05-17 05:00:00,63,17.5,61,64,150.816326530612,29.0816326530612,NA,NA,225,3,1211.51,1282.71,71.2,NA,128.507928622575,281.688800427878,NA,13.4629425634896,59.8130868598585,NA,16.3011961550094,4.26515181206438,2.85018941761222,19.3220365571957,17.0103726319571,491.487302260702,69.7503790539995,8.39696208773071,3.97284286687663,0.788635932330958,1.01970979934311,188.701228343018,1275.67745156865,1343.57144393414,34.1469911256439,16.3020321906814,147.355658300128,29.6400939500348,71.050070934571,63.7513872478633,66.6787622695259,3.04077545895867
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT966$ROW6$RANGE30$F42 X MO17,North Platte2,966,Partial Irrigation,High,Partial,1,6,30,F42 X MO17,Hybrid,2022-07-26,2022-07-28,,NA,140,300,NA,2022-10-27 05:00:00,15.915556,14.489199,59.178001,NA,14.5,4.2,16.1,2.9,18.7,377.8,116.7,yellow,N,29.8,14.8,NA,68.46,10.43,3.21,0.94,1.01,0.03,NA,NA,143.178520927547,31000,0,1.61290322580645,2022-05-17 05:00:00,62,17.5,70,72,120.309278350515,30.8247422680412,NA,NA,225,2,1419.11,1464.21,45.0999999999999,NA,133.28503296143,291.559166021414,NA,14.3469659759974,59.2648743789844,NA,14.9361693181709,4.1552865455446,2.79357833581152,19.7967790895062,16.4704972674284,424.977275165422,69.3133766603789,9.64931874228854,3.43675507125461,0.846626091988166,0.978732699188077,158.572436098874,1381.28911388903,1435.7430803567,31.9681094314903,15.164705363644,131.102252084267,30.3699955081735,57.7312065963134,68.3319596298878,70.7397241171034,2.5199799869824
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT759$ROW7$RANGE16$PHW52 X PHZ51,North Platte2,759,Partial Irrigation,Medium,Partial,1,7,16,PHW52 X PHZ51,Hybrid,2022-07-27,2022-07-23,,NA,130,290,NA,2022-10-27 05:00:00,21.609083,15.121999,58.680801,NA,15,4.1,17.9,2.8,23,439,144.4,yellow,N,33,15,NA,72.68,8.5,4.41,0.38,0.91,0.05,NA,NA,192.959676549023,31000,0,0,2022-05-17 05:00:00,62,17.5,71,67,152,35.6842105263158,NA,NA,150,-4,1443.31,1348.66,94.6499999999999,NA,127.158337172991,285.719162928964,NA,14.8307401840784,58.8702836112987,NA,15.1166417302627,4.08952112751476,2.8078308921987,21.4113612898832,17.3030301569596,453.081601657184,71.1562690931321,9.24192272839392,4.19449717667213,0.713447659564788,0.982831853549162,180.997477052546,1427.37663376941,1349.78890007493,33.29777631465,15.2894348724315,144.426988992865,32.513424376541,82.9816912176889,70.3241629390753,66.9593615937033,-3.5290035171899
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT753$ROW1$RANGE16$PHP02 X PHK76,North Platte2,753,Partial Irrigation,Medium,Partial,1,1,16,PHP02 X PHK76,Hybrid,2022-07-18,2022-07-17,,NA,120,270,NA,2022-10-26 05:00:00,19.046965,12.651716,60.388599,NA,16.1,4.4,18,3.2,22.6,440.8,129.1,yellow,N,30.8,15.5,NA,67.9,9.84,3.53,1.22,0.97,0.05,NA,NA,175.031108531252,32000,0,0,2022-05-17 05:00:00,64,17.5,62,61,135.894736842105,29.7894736842105,NA,NA,150,-1,1235.16,1211.51,23.6500000000001,NA,120.855591134527,275.449689886848,NA,13.061026725253,60.0852970767575,NA,15.589361679699,4.21099744570722,3.0523133334321,20.7538768619505,17.307071941104,448.88902835489,68.649864428455,9.99386203209089,3.75533301798228,1.09848029040004,0.97566540462111,172.268972452361,1284.09079100942,1235.68930644863,31.3494721225663,15.5934781495618,131.902136269521,28.396404933652,44.1234448104154,64.1474918655591,62.0569242811932,-1.84622328104376
