qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	combineNotes
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1449$ROW3$RANGE11$LH195 X LH185	Scottsbluff	1449	Hybrid HIPS	Low	Full	1	3	11	LH195 X LH185	Hybrid	2022-11-10 12:04:41	2.07	0	0	447	This whole pass is not good
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1450$ROW3$RANGE12$B14A X MO17	Scottsbluff	1450	Hybrid HIPS	Low	Full	1	3	12	B14A X MO17	Hybrid	2022-11-10 12:05:11	8.14	21.1	46.5	448	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1451$ROW3$RANGE13$PHP02 X LH145	Scottsbluff	1451	Hybrid HIPS	Low	Full	1	3	13	PHP02 X LH145	Hybrid	2022-11-10 12:05:42	7.35	17.4	57.5	449	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1452$ROW3$RANGE14$LH74 X PHM49	Scottsbluff	1452	Hybrid HIPS	Low	Full	1	3	14	LH74 X PHM49	Hybrid	2022-11-10 12:06:13	15.98	19.1	56.8	450	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1453$ROW3$RANGE15$PHN46 X PHK56	Scottsbluff	1453	Hybrid HIPS	Low	Full	2	3	15	PHN46 X PHK56	Hybrid	2022-11-10 12:06:40	8.29	16.5	55.4	451	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1454$ROW3$RANGE16$PHP02 X PHN46	Scottsbluff	1454	Hybrid HIPS	Low	Full	2	3	16	PHP02 X PHN46	Hybrid	2022-11-10 12:07:11	4.73	16.7	56.1	452	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1455$ROW3$RANGE17$PHK56 X 3IIH6	Scottsbluff	1455	Hybrid HIPS	Low	Full	2	3	17	PHK56 X 3IIH6	Hybrid	2022-11-10 12:07:55	0.85	0	0	453	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1456$ROW3$RANGE18$PHK56 X LH185	Scottsbluff	1456	Hybrid HIPS	Low	Full	2	3	18	PHK56 X LH185	Hybrid	2022-11-10 12:08:24	6.39	18.4	53.4	454	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1457$ROW3$RANGE19$PHJ40 X LH82	Scottsbluff	1457	Hybrid HIPS	Low	Full	2	3	19	PHJ40 X LH82	Hybrid	2022-11-10 12:08:56	19.19	17.2	61.6	455	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1458$ROW3$RANGE20$B37 X MO17	Scottsbluff	1458	Hybrid HIPS	Low	Full	2	3	20	B37 X MO17	Hybrid	2022-11-10 12:09:28	15.23	21.7	51.7	456	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1459$ROW3$RANGE21$LH195 X LH185	Scottsbluff	1459	Hybrid HIPS	Low	Full	2	3	21	LH195 X LH185	Hybrid	2022-11-10 12:10:29	14.04	20.1	52.3	457	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1460$ROW3$RANGE22$PHT69 X 3IIH6	Scottsbluff	1460	Hybrid HIPS	Low	Full	2	3	22	PHT69 X 3IIH6	Hybrid	2022-11-10 12:10:56	9.58	13.6	57.9	458	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1461$ROW3$RANGE23$WF9 X H95	Scottsbluff	1461	Hybrid HIPS	Low	Full	2	3	23	WF9 X H95	Hybrid	2022-11-10 12:11:27	14.91	19.6	54.8	459	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1462$ROW3$RANGE24$B37 X H95	Scottsbluff	1462	Hybrid HIPS	Low	Full	2	3	24	B37 X H95	Hybrid	2022-11-10 12:12:38	17.32	22.7	53.8	460	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1463$ROW3$RANGE25$B14A X MO17	Scottsbluff	1463	Hybrid HIPS	Low	Full	2	3	25	B14A X MO17	Hybrid	2022-11-10 12:13:10	21.24	22	48.4	461	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1464$ROW3$RANGE26$B73 X PHM49	Scottsbluff	1464	Hybrid HIPS	Low	Full	2	3	26	B73 X PHM49	Hybrid	2022-11-10 12:13:43	24.24	19.8	54.6	462	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1465$ROW3$RANGE27$LH195 X PHZ51	Scottsbluff	1465	Hybrid HIPS	Low	Full	2	3	27	LH195 X PHZ51	Hybrid	2022-11-10 12:14:14	20.67	19.9	57.3	463	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1416$ROW4$RANGE3$PHW52 X PHM49	Scottsbluff	1416	Hybrid HIPS	Low	Full	1	4	3	PHW52 X PHM49	Hybrid	2022-11-10 11:56:02	22.9	21.9	51.5	438	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1417$ROW4$RANGE4$B84 X 3IIH6	Scottsbluff	1417	Hybrid HIPS	Low	Full	1	4	4	B84 X 3IIH6	Hybrid	2022-11-10 11:55:26	24.28	16.3	54.3	437	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1418$ROW4$RANGE5$LH145 X LH162	Scottsbluff	1418	Hybrid HIPS	Low	Full	1	4	5	LH145 X LH162	Hybrid	2022-11-10 11:54:54	21.47	14.8	62.4	436	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1419$ROW4$RANGE6$N209 X 3IIH6	Scottsbluff	1419	Hybrid HIPS	Low	Full	1	4	6	N209 X 3IIH6	Hybrid	2022-11-10 11:54:19	24.59	15.4	52.8	435	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1420$ROW4$RANGE7$PHW52 X PHN82	Scottsbluff	1420	Hybrid HIPS	Low	Full	1	4	7	PHW52 X PHN82	Hybrid	2022-11-10 11:53:37	26.84	22.3	53.7	434	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1421$ROW4$RANGE8$PHK56 X PHJ89	Scottsbluff	1421	Hybrid HIPS	Low	Full	1	4	8	PHK56 X PHJ89	Hybrid	2022-11-10 11:52:56	24.63	20.1	56	433	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1422$ROW4$RANGE9$PHP02 X PHK56	Scottsbluff	1422	Hybrid HIPS	Low	Full	1	4	9	PHP02 X PHK56	Hybrid	2022-11-10 11:52:24	28.16	17.1	54.1	432	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1423$ROW4$RANGE10$LH123HT X PHB47	Scottsbluff	1423	Hybrid HIPS	Low	Full	1	4	10	LH123HT X PHB47	Hybrid	2022-11-10 11:51:41	20.34	21	51.4	431	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1424$ROW4$RANGE11$PHN46 X PHB47	Scottsbluff	1424	Hybrid HIPS	Low	Full	1	4	11	PHN46 X PHB47	Hybrid	2022-11-10 11:50:40	26.87	18.8	55.9	430	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1425$ROW4$RANGE12$PHP02 X PHB47	Scottsbluff	1425	Hybrid HIPS	Low	Full	1	4	12	PHP02 X PHB47	Hybrid	2022-11-10 11:49:56	24.48	19.3	55.5	429	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1426$ROW4$RANGE13$PHB47 X PHK56	Scottsbluff	1426	Hybrid HIPS	Low	Full	1	4	13	PHB47 X PHK56	Hybrid	2022-11-10 11:49:23	25.77	18.2	57.4	428	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1427$ROW4$RANGE14$PHP02 X LH185	Scottsbluff	1427	Hybrid HIPS	Low	Full	1	4	14	PHP02 X LH185	Hybrid	2022-11-10 11:48:41	18.81	19	53.7	427	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1428$ROW4$RANGE15$PHP02 X PHK76	Scottsbluff	1428	Hybrid HIPS	Low	Full	2	4	15	PHP02 X PHK76	Hybrid	2022-11-10 11:48:11	22.13	15.8	57.1	426	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1429$ROW4$RANGE16$HOEGEMEYER 8065RR	Scottsbluff	1429	Hybrid HIPS	Low	Full	2	4	16	HOEGEMEYER 8065RR	Hybrid	2022-11-10 11:47:33	27.78	19.4	56.9	425	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1430$ROW4$RANGE17$PHK76 X LH198	Scottsbluff	1430	Hybrid HIPS	Low	Full	2	4	17	PHK76 X LH198	Hybrid	2022-11-10 11:46:37	23.09	19	56.1	424	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1431$ROW4$RANGE18$LH198 X PHB47	Scottsbluff	1431	Hybrid HIPS	Low	Full	2	4	18	LH198 X PHB47	Hybrid	2022-11-10 11:45:48	22.37	20.4	55.7	423	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1432$ROW4$RANGE19$PHN46 X W606S	Scottsbluff	1432	Hybrid HIPS	Low	Full	2	4	19	PHN46 X W606S	Hybrid	2022-11-10 11:45:03	23.56	18.9	57.6	422	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1433$ROW4$RANGE20$PHG39 X PHN82	Scottsbluff	1433	Hybrid HIPS	Low	Full	2	4	20	PHG39 X PHN82	Hybrid	2022-11-10 11:44:01	25.47	22.3	55.2	421	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1434$ROW4$RANGE21$SYNGENTA NK0760-3111	Scottsbluff	1434	Hybrid HIPS	Low	Full	2	4	21	SYNGENTA NK0760-3111	Hybrid	2022-11-10 11:43:24	9.67	17.2	55.2	420	Same as last
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1435$ROW4$RANGE22$SYNGENTA NK0760-3111	Scottsbluff	1435	Hybrid HIPS	Low	Full	2	4	22	SYNGENTA NK0760-3111	Hybrid	2022-11-10 11:42:55	12.69	18.7	54.9	419	Half plot not there
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1437$ROW4$RANGE24$PHP02 X PHB47	Scottsbluff	1437	Hybrid HIPS	Low	Full	2	4	24	PHP02 X PHB47	Hybrid	2022-11-10 11:41:39	23.19	18.9	55.4	417	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1438$ROW4$RANGE25$LH145 X LH162	Scottsbluff	1438	Hybrid HIPS	Low	Full	2	4	25	LH145 X LH162	Hybrid	2022-11-10 11:41:02	17.65	16.1	62	416	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1439$ROW4$RANGE26$B84 X 3IIH6	Scottsbluff	1439	Hybrid HIPS	Low	Full	2	4	26	B84 X 3IIH6	Hybrid	2022-11-10 11:40:18	22.33	16	53.5	415	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1440$ROW4$RANGE27$PHG39 X PHM49	Scottsbluff	1440	Hybrid HIPS	Low	Full	2	4	27	PHG39 X PHM49	Hybrid	2022-11-10 11:39:42	24.22	21.8	53.2	414	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1391$ROW5$RANGE3$LH195 X PHM49	Scottsbluff	1391	Hybrid HIPS	Low	Full	1	5	3	LH195 X PHM49	Hybrid	2022-11-10 11:23:47	26.93	20.2	53.9	389	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1392$ROW5$RANGE4$PHK76 X LH198	Scottsbluff	1392	Hybrid HIPS	Low	Full	1	5	4	PHK76 X LH198	Hybrid	2022-11-10 11:24:19	16.76	19.8	58	390	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1393$ROW5$RANGE5$PHJ40 X LH82	Scottsbluff	1393	Hybrid HIPS	Low	Full	1	5	5	PHJ40 X LH82	Hybrid	2022-11-10 11:24:50	20.57	17.2	61.5	391	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1394$ROW5$RANGE6$PHK76 X 3IIH6	Scottsbluff	1394	Hybrid HIPS	Low	Full	1	5	6	PHK76 X 3IIH6	Hybrid	2022-11-10 11:25:21	19.16	14.6	59.2	392	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1395$ROW5$RANGE7$LH195 X LH123HT	Scottsbluff	1395	Hybrid HIPS	Low	Full	1	5	7	LH195 X LH123HT	Hybrid	2022-11-10 11:25:53	21.37	23	52.3	393	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1396$ROW5$RANGE8$PHN46 X W606S	Scottsbluff	1396	Hybrid HIPS	Low	Full	1	5	8	PHN46 X W606S	Hybrid	2022-11-10 11:26:23	19.35	18.4	57.8	394	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1397$ROW5$RANGE9$2369 X PHN82	Scottsbluff	1397	Hybrid HIPS	Low	Full	1	5	9	2369 X PHN82	Hybrid	2022-11-10 11:26:54	16.89	20	58	395	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1398$ROW5$RANGE10$LH198 X PHZ51	Scottsbluff	1398	Hybrid HIPS	Low	Full	1	5	10	LH198 X PHZ51	Hybrid	2022-11-10 11:27:34	27.35	20.8	57.2	396	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1399$ROW5$RANGE11$2369 X 3IIH6	Scottsbluff	1399	Hybrid HIPS	Low	Full	1	5	11	2369 X 3IIH6	Hybrid	2022-11-10 11:28:14	27.54	15.2	55.9	397	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1400$ROW5$RANGE12$PHN46 X PHK56	Scottsbluff	1400	Hybrid HIPS	Low	Full	1	5	12	PHN46 X PHK56	Hybrid	2022-11-10 11:28:47	23.24	14.8	55.9	398	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1401$ROW5$RANGE13$WF9 X H95	Scottsbluff	1401	Hybrid HIPS	Low	Full	1	5	13	WF9 X H95	Hybrid	2022-11-10 11:29:16	10.39	17.3	54.9	399	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1402$ROW5$RANGE14$LH82 X W606S	Scottsbluff	1402	Hybrid HIPS	Low	Full	1	5	14	LH82 X W606S	Hybrid	2022-11-10 11:29:49	15.67	19.4	57.6	400	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1403$ROW5$RANGE15$PHP02 X LH145	Scottsbluff	1403	Hybrid HIPS	Low	Full	2	5	15	PHP02 X LH145	Hybrid	2022-11-10 11:30:24	11.23	14.3	59	401	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1404$ROW5$RANGE16$PHK76 X LH82	Scottsbluff	1404	Hybrid HIPS	Low	Full	2	5	16	PHK76 X LH82	Hybrid	2022-11-10 11:32:18	9.45	15.1	59.6	402	One row
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1405$ROW5$RANGE17$PHK56 X LH82	Scottsbluff	1405	Hybrid HIPS	Low	Full	2	5	17	PHK56 X LH82	Hybrid	2022-11-10 11:32:52	18.71	16.4	55.2	403	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1406$ROW5$RANGE18$PHP02 X LH185	Scottsbluff	1406	Hybrid HIPS	Low	Full	2	5	18	PHP02 X LH185	Hybrid	2022-11-10 11:33:23	23.16	17.7	54.8	404	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1407$ROW5$RANGE19$LH185 X LH145	Scottsbluff	1407	Hybrid HIPS	Low	Full	2	5	19	LH185 X LH145	Hybrid	2022-11-10 11:33:55	20.56	13.4	58.7	405	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1408$ROW5$RANGE20$2369 X PHZ51	Scottsbluff	1408	Hybrid HIPS	Low	Full	2	5	20	2369 X PHZ51	Hybrid	2022-11-10 11:34:38	27.19	18.3	59.7	406	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1409$ROW5$RANGE21$LH82 X PHB47	Scottsbluff	1409	Hybrid HIPS	Low	Full	2	5	21	LH82 X PHB47	Hybrid	2022-11-10 11:35:12	16.78	19	56.9	407	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1410$ROW5$RANGE22$LH74 X PHM49	Scottsbluff	1410	Hybrid HIPS	Low	Full	2	5	22	LH74 X PHM49	Hybrid	2022-11-10 11:35:56	26.89	19.3	58.2	408	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1411$ROW5$RANGE23$LH198 X PHZ51	Scottsbluff	1411	Hybrid HIPS	Low	Full	2	5	23	LH198 X PHZ51	Hybrid	2022-11-10 11:36:43	26.98	19.9	59.8	409	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1412$ROW5$RANGE24$B37 X OH43	Scottsbluff	1412	Hybrid HIPS	Low	Full	2	5	24	B37 X OH43	Hybrid	2022-11-10 11:37:19	22.47	23	52	410	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1413$ROW5$RANGE25$LH195 X PHM49	Scottsbluff	1413	Hybrid HIPS	Low	Full	2	5	25	LH195 X PHM49	Hybrid	2022-11-10 11:37:58	23.29	20.2	53.7	411	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1414$ROW5$RANGE26$B73 X PHN82	Scottsbluff	1414	Hybrid HIPS	Low	Full	2	5	26	B73 X PHN82	Hybrid	2022-11-10 11:38:30	22.72	19.7	56.2	412	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1415$ROW5$RANGE27$B105 X 3IIH6	Scottsbluff	1415	Hybrid HIPS	Low	Full	2	5	27	B105 X 3IIH6	Hybrid	2022-11-10 11:39:08	19.32	18.6	54.6	413	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1366$ROW6$RANGE3$B105 X 3IIH6	Scottsbluff	1366	Hybrid HIPS	Low	Full	1	6	3	B105 X 3IIH6	Hybrid	2022-11-10 11:20:39	26.85	18.5	54.8	388	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1367$ROW6$RANGE4$2369 X PHZ51	Scottsbluff	1367	Hybrid HIPS	Low	Full	1	6	4	2369 X PHZ51	Hybrid	2022-11-10 11:19:59	28.76	19.7	59.2	387	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1368$ROW6$RANGE5$B37 X H95	Scottsbluff	1368	Hybrid HIPS	Low	Full	1	6	5	B37 X H95	Hybrid	2022-11-10 11:19:21	27.84	22.3	55.1	386	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1369$ROW6$RANGE6$PHK76 X LH145	Scottsbluff	1369	Hybrid HIPS	Low	Full	1	6	6	PHK76 X LH145	Hybrid	2022-11-10 11:18:40	22.07	19.7	61.7	385	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1370$ROW6$RANGE7$PHP02 X PHK76	Scottsbluff	1370	Hybrid HIPS	Low	Full	1	6	7	PHP02 X PHK76	Hybrid	2022-11-10 11:17:59	26.53	17.7	58.4	384	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1371$ROW6$RANGE8$PHG39 X PHM49	Scottsbluff	1371	Hybrid HIPS	Low	Full	1	6	8	PHG39 X PHM49	Hybrid	2022-11-10 11:17:20	28.42	21.7	54.6	383	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1372$ROW6$RANGE9$PHK56 X 3IIH6	Scottsbluff	1372	Hybrid HIPS	Low	Full	1	6	9	PHK56 X 3IIH6	Hybrid	2022-11-10 11:16:40	25.52	17.3	55.4	382	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1373$ROW6$RANGE10$B73 X PHN82	Scottsbluff	1373	Hybrid HIPS	Low	Full	1	6	10	B73 X PHN82	Hybrid	2022-11-10 11:16:08	29.39	21.1	54.1	381	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1374$ROW6$RANGE11$PHP02 X PHN46	Scottsbluff	1374	Hybrid HIPS	Low	Full	1	6	11	PHP02 X PHN46	Hybrid	2022-11-10 11:15:29	23.37	17.5	56.7	380	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1375$ROW6$RANGE12$LH195 X 3IIH6	Scottsbluff	1375	Hybrid HIPS	Low	Full	1	6	12	LH195 X 3IIH6	Hybrid	2022-11-10 11:14:55	27.75	18.5	54.5	379	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1376$ROW6$RANGE13$B73 X PHM49	Scottsbluff	1376	Hybrid HIPS	Low	Full	1	6	13	B73 X PHM49	Hybrid	2022-11-10 11:14:09	26.96	20.5	53.9	378	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1377$ROW6$RANGE14$LH195 X PHZ51	Scottsbluff	1377	Hybrid HIPS	Low	Full	1	6	14	LH195 X PHZ51	Hybrid	2022-11-10 11:13:30	26.04	20.8	57.6	377	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1378$ROW6$RANGE15$HOEGEMEYER 7089 AMXT	Scottsbluff	1378	Hybrid HIPS	Low	Full	2	6	15	HOEGEMEYER 7089 AMXT	Hybrid	2022-11-10 11:12:47	28.12	17.2	58.7	376	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1379$ROW6$RANGE16$PHP02 X PHG47	Scottsbluff	1379	Hybrid HIPS	Low	Full	2	6	16	PHP02 X PHG47	Hybrid	2022-11-10 11:12:09	23.23	15.1	59.1	375	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1380$ROW6$RANGE17$PHP02 X LH198	Scottsbluff	1380	Hybrid HIPS	Low	Full	2	6	17	PHP02 X LH198	Hybrid	2022-11-10 11:11:37	28.48	20.3	54.4	374	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1381$ROW6$RANGE18$PHN46 X PHB47	Scottsbluff	1381	Hybrid HIPS	Low	Full	2	6	18	PHN46 X PHB47	Hybrid	2022-11-10 11:10:58	23.1	19.5	56.6	373	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1382$ROW6$RANGE19$PHP02 X W606S	Scottsbluff	1382	Hybrid HIPS	Low	Full	2	6	19	PHP02 X W606S	Hybrid	2022-11-10 11:10:10	26.65	21.2	55.4	372	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1383$ROW6$RANGE20$2369 X 3IIH6	Scottsbluff	1383	Hybrid HIPS	Low	Full	2	6	20	2369 X 3IIH6	Hybrid	2022-11-10 11:09:36	26.65	15.7	54.6	371	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1384$ROW6$RANGE21$LH82 X PHJ89	Scottsbluff	1384	Hybrid HIPS	Low	Full	2	6	21	LH82 X PHJ89	Hybrid	2022-11-10 11:08:55	21.32	17.1	58	370	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1385$ROW6$RANGE22$PHB47 X 3IIH6	Scottsbluff	1385	Hybrid HIPS	Low	Full	2	6	22	PHB47 X 3IIH6	Hybrid	2022-11-10 11:07:54	24.84	16.8	57.3	369	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1386$ROW6$RANGE23$PHB47 X LH185	Scottsbluff	1386	Hybrid HIPS	Low	Full	2	6	23	PHB47 X LH185	Hybrid	2022-11-10 11:07:20	25.96	20	55.5	368	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1387$ROW6$RANGE24$PHW52 X PHZ51	Scottsbluff	1387	Hybrid HIPS	Low	Full	2	6	24	PHW52 X PHZ51	Hybrid	2022-11-10 11:06:36	24.29	21.7	56.1	367	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1388$ROW6$RANGE25$LH123HT X 3IIH6	Scottsbluff	1388	Hybrid HIPS	Low	Full	2	6	25	LH123HT X 3IIH6	Hybrid	2022-11-10 11:06:03	20.76	18.6	55.4	366	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1389$ROW6$RANGE26$LH195 X LH123HT	Scottsbluff	1389	Hybrid HIPS	Low	Full	2	6	26	LH195 X LH123HT	Hybrid	2022-11-10 11:05:32	27.01	22.9	52.4	365	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1390$ROW6$RANGE27$SYNGENTA NK0760-3111	Scottsbluff	1390	Hybrid HIPS	Low	Full	2	6	27	SYNGENTA NK0760-3111	Hybrid	2022-11-10 11:04:53	28.49	18.6	54.2	364	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1341$ROW7$RANGE3$LH82 X PHJ89	Scottsbluff	1341	Hybrid HIPS	Low	Full	1	7	3	LH82 X PHJ89	Hybrid	2022-11-10 10:48:51	24.66	15.2	58.3	339	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1342$ROW7$RANGE4$PHK76 X LH82	Scottsbluff	1342	Hybrid HIPS	Low	Full	1	7	4	PHK76 X LH82	Hybrid	2022-11-10 10:49:25	24.01	17.2	60.7	340	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1343$ROW7$RANGE5$LH198 X PHB47	Scottsbluff	1343	Hybrid HIPS	Low	Full	1	7	5	LH198 X PHB47	Hybrid	2022-11-10 10:50:07	26.86	19.5	57.8	341	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1344$ROW7$RANGE6$PHB47 X LH185	Scottsbluff	1344	Hybrid HIPS	Low	Full	1	7	6	PHB47 X LH185	Hybrid	2022-11-10 10:50:45	30	18.4	55.6	342	NA
