qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,pedigreeID,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
22-A-1594311,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,21,1,59,13,1594311,PA762,1716059,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,46,114,4632,15.211,NA,4.215,2.587,NA,13.7,368,24.976,72.72,19.28,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;;;
22-A-1594312,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,24,1,58,14,1594312,792,1716066,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,64,139,5294,12.109,NA,3.931,2.417,NA,16,238,25.227,47.14,12.86,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;;;;
22-A-1594313,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,24,1,58,13,1594313,NC264,1716088,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,66,147,5294,11.589,NA,4.034,2.449,NA,12.8,234,25.326,45.65,13.55,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;
22-A-1594314,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,32,1,53,7,1594314,B64,1716045,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,63,115,7059,13.614,NA,3.449,2.274,NA,12.8,115,25.494,13,16.4,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594315,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,33,1,56,11,1594315,N192,1715897,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,52,111,7279,13.108,NA,3.656,2.57,NA,16,281,19.715,42.44,12.96,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594316,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,1,55,10,1594316,ZS365,1716017,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,62,121,6618,9.395,NA,3.957,2.499,NA,15,210,28.974,52.3,8.4,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;
22-A-1594317,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,31,1,52,7,1594317,ML606,1716074,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,56,118,6838,12.666,NA,4.034,2.495,NA,12,328,27.575,74.18,16.32,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594318,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,25,1,49,6,1594318,CM105,1716065,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,57,160,5515,14.245,NA,3.422,2.528,NA,12.8,134,24.384,14.63,18.075,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;x -set asside;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594319,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,25,1,58,11,1594319,H105W,1716030,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,64,130,5515,11.896,NA,3.733,2.43,NA,17,250,18.371,32.27,13.633,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;
22-A-1594320,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,12,1,52,8,1594320,MDF-13D,1715873,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,53,133,2647,14.551,NA,3.687,2.218,NA,11.3,221,31.855,57.5,12.9,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;
22-A-1594321,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,13,1,48,14,1594321,LH145,1716029,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,47,116,2868,14.732,NA,3.514,2.316,NA,12.7,183,26.179,35.38,12.62,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;
22-A-1594322,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,33,1,47,10,1594322,207,1716035,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,52,108,7279,13.177,NA,3.663,2.295,NA,13.3,253,22.164,45.08,11.02,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;
22-A-1594323,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,16,1,48,12,1594323,PHG50,1716060,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,51,127,3529,15.262,NA,3.869,2.519,NA,13,300,27.468,63.76,18.74,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;;
22-A-1594324,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,23,1,57,12,1594324,G80,1716083,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,46,126,5074,12.498,NA,3.911,2.514,NA,12.7,274,28.595,61.3,17,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;
22-A-1594325,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,1,47,8,1594325,CR1HT,1716014,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,44,110,6618,12.126,NA,3.193,1.725,NA,11.3,220,21.273,39.14,7.66,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;
22-A-1594326,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,33,1,50,7,1594326,PHG71,1716064,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,62,123,7279,13.978,NA,3.687,2.211,NA,12,264,23.735,52.8,9.9,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;
22-A-1594327,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,1,51,10,1594327,LH82,1716051,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,27,106,6618,10.442,NA,3.925,2.31,NA,20,200,24.865,41.02,8.68,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594328,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,1,49,14,1594328,PHG72,1716058,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,67,121,6618,13.294,NA,3.81,2.306,NA,14,288,22.622,51.46,13.64,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;;;;
22-A-1594329,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,32,1,48,8,1594329,PHJ40,1715881,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,54,95,7059,10.815,NA,3.426,2.212,NA,11.7,163,20.858,23.58,10.42,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;
22-A-1594330,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,32,1,51,7,1594330,764,1716067,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,45,107,7059,11.756,NA,3.888,2.216,NA,16.3,261,28.473,60.62,13.58,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594331,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,31,1,51,8,1594331,LP5,1716069,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,61,116,6838,11.211,NA,4.122,2.457,NA,16.3,241,23.444,45.62,10.88,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;
22-A-1594332,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,13,1,58,12,1594332,PHK76,1716073,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,41,126,2868,15.246,NA,3.944,2.488,NA,11,322,28.428,71.32,20.18,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594333,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,25,1,58,7,1594333,PHN11,1715874,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,56,117,5515,13.918,NA,4.27,2.597,NA,16.7,400,22.553,70.24,19.86,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594334,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,24,1,47,9,1594334,PHT77,1716072,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,57,133,5294,12.454,NA,4.083,2.618,NA,12.3,265,23.18,47.74,13.76,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;
22-A-1594335,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,21,1,54,13,1594335,MBST,1716096,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,42,111,4632,13.65,NA,3.585,2.193,NA,12.7,208,29.586,50.22,11.28,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;;
22-A-1594336,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,22,1,52,12,1594336,NS501,1716008,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,29,114,4853,11.129,NA,3.571,2.197,NA,12.3,194,21.957,35.76,6.84,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;
22-A-1594337,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,29,1,54,7,1594337,DE_2,1715883,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,51,109,6397,11.244,NA,4.27,2.683,NA,14,177,25.593,28.4,16.9,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;
22-A-1594338,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,28,1,55,14,1594338,SD40,1715893,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,52,111,6176,13.388,NA,3.799,2.291,NA,12,292,22.74,55.13,11.275,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;
22-A-1594339,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,29,1,50,9,1594339,NC232,1716082,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,73,157,6397,12.871,NA,4.103,2.575,NA,15.3,256,27.806,52.52,18.68,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;
22-A-1594340,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,25,1,54,9,1594340,VA59,1716044,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,49,130,5515,7.407,NA,2.906,1.651,NA,9.6,86,23.035,16.33,3.575,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594341,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,1,48,10,1594341,C103,1716053,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,49,145,6618,13.121,NA,4.148,2.323,NA,11.2,155,24.446,22.56,15.34,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;x -set asside;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594342,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,22,1,57,11,1594342,OH43,1716046,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,43,103,4853,12.906,NA,3.655,2.29,NA,14.3,242,18.58,34.52,10.48,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;;;;x - collect data; but alyze team may need to assess photos;;;
22-A-1594343,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,24,1,57,9,1594343,VA22,1715888,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,58,125,5294,NA,NA,3.291,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;x - collect data; but alyze team may need to assess photos;;
22-A-1594344,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,26,1,48,13,1594344,CI31A,1716078,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,77,145,5735,11.41,NA,3.827,2.3,NA,13.7,164,24.47,27.98,12.22,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;;
22-A-1594345,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,25,1,54,14,1594345,CML323,1716077,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,63,118,5515,10.62,NA,3.725,2.557,NA,11.3,155,24.018,23.9,13.3,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;
22-A-1594346,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,26,1,56,13,1594346,IA5125,1716015,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,67,126,5735,11.534,NA,4.18,2.401,NA,16.3,259,18.542,38.98,9.12,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;Sweetcorn;Sweetcorn;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;;
22-A-1594347,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,24,1,58,10,1594347,IL14H,1716054,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,56,140,5294,11.444,NA,3.972,2.193,NA,12.3,254,19.685,40.1,9.8,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;Sweetcorn;Sweetcorn;Sweetcorn;Sweetcorn;Sweetcorn;Sweetcorn;;
22-A-1594348,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,19,1,52,10,1594348,IL677A,1716061,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,43,132,4191,10.888,NA,3.467,2.38,NA,14.5,115,20.145,13.93,9.267,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;x - collect data; but alyze team may need to assess photos;Sweetcorn;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;;
22-A-1594349,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,15,1,55,7,1594349,NC260,1716068,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,53,142,3309,13.337,NA,3.653,2.306,NA,15.5,219,21.309,27.87,18.833,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594350,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,28,1,59,12,1594350,NC296,1715892,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,65,132,6176,10.953,NA,3.471,2.173,NA,13,148,22.967,26.66,7.24,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594351,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,31,1,52,9,1594351,NC310,1716070,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,66,128,6838,10.691,NA,3.824,2.557,NA,17.7,203,24.404,36.26,13.24,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;;
22-A-1594352,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,29,1,57,14,1594352,NC340,1716080,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,62,126,6397,12.573,NA,3.452,2.187,NA,13,272,18.04,38.34,10.76,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594353,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,29,1,51,9,1594353,NC362,1716038,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,51,158,6397,12.475,NA,3.705,2.42,NA,14,171,28.242,34.66,13.54,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;x - collect data; but alyze team may need to assess photos;;
22-A-1594354,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,33,1,54,8,1594354,CI91B,1716001,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,74,121,7279,12.501,NA,3.883,2.582,NA,13,147,28.435,27.7,14.1,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;x - collect data; but alyze team may need to assess photos;;
22-A-1594355,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,26,1,59,9,1594355,SD44,1715886,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,39,125,5735,13.028,NA,3.808,2.617,NA,17.7,236,18.28,22.4,20.7,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594356,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,1,49,12,1594356,6F629,1716021,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,44,132,6618,12.346,NA,3.503,2.26,NA,13.7,209,23.83,38.48,11.42,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594357,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,26,1,50,12,1594357,LH183,1715900,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,72,171,5735,13.212,NA,3.494,2.179,NA,11.7,213,24.695,41.26,11.44,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594358,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,19,1,59,7,1594358,A619,1716052,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,43,130,4191,14.294,NA,4.481,2.777,NA,13.6,109,26.253,6.88,21.725,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;Cob broke in pieces;Cob broke in pieces;;x -set asside;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594359,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,33,1,56,7,1594359,A679,1715885,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,78,127,7279,12.38,NA,4.465,2.421,NA,16.7,253,24.265,48,13.4,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594360,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,29,1,48,6,1594360,VA35,1715879,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,60,122,6397,13.592,NA,3.762,2.333,NA,11,229,29.425,51.1,16.4,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;Cob broke in pieces;Cob broke in pieces;;;;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;
22-A-1594361,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,13,1,49,11,1594361,LH38,1716084,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,34,105,2868,10.497,NA,3.895,2.386,NA,13.7,233,24.957,48.76,9.44,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;
22-A-1594362,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,20,1,52,11,1594362,LH51,1716003,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,58,128,4412,15.761,NA,3.315,1.924,NA,10,154,30.182,36.84,9.66,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594363,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,31,1,47,13,1594363,BO9,1715896,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,67,136,6838,10.442,NA,3.933,2.462,NA,12.7,179,30.95,43.4,12,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;;
22-A-1594364,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,24,1,49,8,1594364,Q381,1716012,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,45,132,5294,12.067,NA,3.993,2.53,NA,14.7,277,24.452,53.68,14.12,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594365,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,34,1,51,14,1594365,LH85,1716057,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,45,116,7500,12.385,NA,3.422,2.142,NA,13,214,22.705,37.6,11.1,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594366,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,28,1,51,11,1594366,807,1715877,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,45,127,6176,12.956,NA,3.956,2.481,NA,14.3,249,29.125,55.24,17.36,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;
22-A-1594367,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,1,48,11,1594367,PHG86,1716020,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,80,154,6618,14.147,NA,4.045,2.477,NA,15,268,27.218,52.98,20.02,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594368,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,28,1,53,6,1594368,793,1715899,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,71,137,6176,12.194,NA,4.43,2.556,NA,16,272,31.753,69.26,16.94,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;
22-A-1594369,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,25,1,47,6,1594369,2MA22,1716028,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,28,123,5515,13.276,NA,4.273,2.544,NA,15.3,215,28.054,39.92,20.38,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594370,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,18,1,50,14,1594370,HB8229,1716032,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,53,121,3971,13.043,NA,3.865,2.288,NA,12,195,32.872,51.58,12.52,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;
22-A-1594371,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,32,1,51,12,1594371,H8431,1716040,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,60,147,7059,15.341,NA,3.981,2.305,NA,12.7,326,24.871,65.26,15.74,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;
22-A-1594372,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,15,1,48,7,1594372,DE1,1715889,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,73,136,3309,16.596,NA,5.003,2.81,NA,15,469,35.215,NA,33.34,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;;
