qr,loc,plot,field,nLvl,irrigation,rep,row,range,genotype,population,anthesisDate,anthesisCollector,silkingDate,silkingCollector,notes,leafDimHtNotes,leafDimHtCollector,leafDimHtDate,earHt,flagLeafHt,plantHt,harvestDate,combineYield,combineMoisture,combineTestWt,harvestSeq,combineNotes,earLen,earFillLen,earWidth,shelledCobWidth,shelledCobWt,kernelsPerEar,kernelMass,kernelColor,kernelStriping,hundredKernelWt,pctMoistureEarPhenotyping,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT450$ROW2$RANGE31$2FACC X 3IIH6,North Platte1,450,Hybrid HIPS,High,Full,1,2,31,2FACC X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,15.8,4.9,3,24.4,24.4,154.3,yellow,N,31.8,4.7,68.47,9.38,4.06,0.96,1.04
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT466$ROW2$RANGE32$PHG39 X PHN82,North Platte1,466,Hybrid HIPS,High,Full,1,2,32,PHG39 X PHN82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,17,4.1,2.9,22.4,22.4,152.2,yellow,N,28.6,4.5,71.95,8.81,4.43,0.3,0.81
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT482$ROW2$RANGE33$PHW52 X PHM49,North Platte1,482,Hybrid HIPS,High,Full,1,2,33,PHW52 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,14,4.1,2.5,14.3,14.3,108.5,yellow,N,31.5,4.8,69.64,11.34,4.56,1.06,1.01
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT498$ROW2$RANGE34$B73 X PHM49,North Platte1,498,Hybrid HIPS,High,Full,1,2,34,B73 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,16.4,4.4,2.5,26.5,26.5,194.2,yellow,N,28.6,4.2,69.24,9.32,3.45,0.9,0.99
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT514$ROW2$RANGE35$LH185 X LH82,North Platte1,514,Hybrid HIPS,High,Full,1,2,35,LH185 X LH82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1,16.5,4.5,2.5,29.5,29.5,203.2,yellow,N,31.1,4.4,69.4,10.34,2.41,1.35,0.95
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT3$ROW3$RANGE1$B37 X OH43,North Platte1,3,Hybrid HIPS,Low,Full,1,3,1,B37 X OH43,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,11.1,3.6,2.4,15.5,15.5,61.8,yellow,N,24,6.4,67.43,12.56,3.7,1.49,0.81
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT19$ROW3$RANGE2$PHP02 X PHB47,North Platte1,19,Hybrid HIPS,Low,Full,1,3,2,PHP02 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,14.1,4.6,3,23.8,23.8,136,yellow,N,31.5,4.3,67.82,10.44,3.21,1.29,0.95
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT51$ROW3$RANGE3$LH82 X PHB47,North Platte1,51,Hybrid HIPS,Low,Full,1,3,3,LH82 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,14,3.9,2.6,20.2,20.2,118.3,yellow,N,22.6,4.5,71.35,10.05,4.33,0.5,0.88
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT67$ROW3$RANGE4$PHN46 X W606S,North Platte1,67,Hybrid HIPS,Low,Full,1,3,4,PHN46 X W606S,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,14.1,4.5,2.9,20.3,20.3,133.5,yellow,N,30.8,4.5,73.08,8.54,4.05,0.02,0.76
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT83$ROW3$RANGE5$SYNGENTA NK0760-3111,North Platte1,83,Hybrid HIPS,Low,Full,1,3,5,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,15,4,2.5,20,20,148.8,yellow,N,32.2,NA,67.74,9.71,3.55,1.36,1.16
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT99$ROW3$RANGE6$LH145 X LH162,North Platte1,99,Hybrid HIPS,Low,Full,1,3,6,LH145 X LH162,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13.1,3.7,2.4,18.1,18.1,99.6,orange,N,29.3,4.2,71.92,9.26,3.94,0.06,0.79
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT115$ROW3$RANGE7$LH74 X PHN82,North Platte1,115,Hybrid HIPS,Low,Full,1,3,7,LH74 X PHN82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,14.5,4.4,3,21.3,21.3,139.5,yellow,N,31.7,4.2,69.43,9.31,3.42,0.75,0.88
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT131$ROW3$RANGE8$B105 X 3IIH6,North Platte1,131,Hybrid HIPS,Low,Full,1,3,8,B105 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,15,4,2.9,14.6,14.6,109.2,yellow,N,26.8,4.9,72.07,8.13,4.62,0.3,0.89
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT147$ROW3$RANGE9$PHP02 X W606S,North Platte1,147,Hybrid HIPS,Low,Full,1,3,9,PHP02 X W606S,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,14.5,4.2,3.1,19.8,19.8,118.7,orange,N,31.9,4.7,71.76,9.99,3.71,0.83,0.8
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT179$ROW3$RANGE13$LH74 X PHN82,North Platte1,179,Hybrid HIPS,Medium,Full,1,3,13,LH74 X PHN82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,15.9,4.2,3,24,24,160.1,yellow,N,31.2,4.3,69.8,10.11,3.64,0.67,0.89
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT195$ROW3$RANGE14$PHW52 X PHN82,North Platte1,195,Hybrid HIPS,Medium,Full,1,3,14,PHW52 X PHN82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,15.4,4.5,2.9,23.6,23.6,168.1,yellow,N,33,NA,71.88,9.24,4.59,0.12,0.92
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT211$ROW3$RANGE15$B84 X 3IIH6,North Platte1,211,Hybrid HIPS,Medium,Full,1,3,15,B84 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,16.8,4.6,2.6,23.5,23.5,163.9,yellow,N,32,NA,68.35,8.93,3.72,1.45,1.08
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT227$ROW3$RANGE16$B73 X PHN82,North Platte1,227,Hybrid HIPS,Medium,Full,1,3,16,B73 X PHN82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,12.8,4,2.5,26.6,26.6,139.6,yellow,N,31.9,4.5,71.61,8.93,4.23,0.37,0.81
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT243$ROW3$RANGE17$PHK76 X W606S,North Platte1,243,Hybrid HIPS,Medium,Full,1,3,17,PHK76 X W606S,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,16.1,3.9,2.9,21.7,21.7,126.2,orange,N,28.9,NA,69.84,9.19,4.36,0.63,0.94
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT259$ROW3$RANGE18$LH195 X 3IIH6,North Platte1,259,Hybrid HIPS,Medium,Full,1,3,18,LH195 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,15.9,4.4,2.6,21.1,21.1,164.6,yellow,N,27.8,4.9,68.75,9.27,3.47,1.01,1.13
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT275$ROW3$RANGE19$PHB47 X PHJ89,North Platte1,275,Hybrid HIPS,Medium,Full,1,3,19,PHB47 X PHJ89,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,15.9,4.5,2.5,20.9,20.9,166.6,yellow,N,29.7,NA,69.95,10.75,4.16,1.09,0.94
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT291$ROW3$RANGE20$PHP02 X PHB47,North Platte1,291,Hybrid HIPS,Medium,Full,1,3,20,PHP02 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1,16.4,4.5,3,24.9,24.9,156.7,yellow,N,34,NA,66.93,10.69,3.11,1.36,1.06
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT307$ROW3$RANGE21$PHN46 X PHB47,North Platte1,307,Hybrid HIPS,Medium,Full,1,3,21,PHN46 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,15.6,4.1,2.2,20.4,20.4,165,yellow,N,34.5,4.5,72.27,9.35,3.45,0.6,0.7
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT323$ROW3$RANGE22$SYNGENTA NK0760-3111,North Platte1,323,Hybrid HIPS,Medium,Full,1,3,22,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,15.6,4.5,2.6,19.8,19.8,152.4,yellow,N,28.1,4.3,69.83,8.64,3.75,1.41,1.11
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT339$ROW3$RANGE23$PHP02 X LH82,North Platte1,339,Hybrid HIPS,Medium,Full,1,3,23,PHP02 X LH82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,13.6,4.4,3,17.8,17.8,107,yellow,N,23.4,NA,69.25,11.48,4.91,0.69,1.05
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT355$ROW3$RANGE25$PHK56 X PHJ89,North Platte1,355,Hybrid HIPS,High,Full,1,3,25,PHK56 X PHJ89,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,16.4,4.2,2.8,23.8,23.8,134.4,yellow,N,28.5,NA,71.01,10.34,4.14,0.89,1.01
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT371$ROW3$RANGE26$2369 X 3IIH6,North Platte1,371,Hybrid HIPS,High,Full,1,3,26,2369 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,16.1,4.1,2.5,21,21,160.5,yellow,N,28.5,4.3,68.8,8.9,3.7,0.84,1.12
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT387$ROW3$RANGE27$2369 X PHN82,North Platte1,387,Hybrid HIPS,High,Full,1,3,27,2369 X PHN82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,16,4.5,3,26.3,26.3,172.4,yellow,N,30,3.9,72.59,8.38,3.57,0.33,0.74
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT403$ROW3$RANGE28$LH74 X PHM49,North Platte1,403,Hybrid HIPS,High,Full,1,3,28,LH74 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,13.1,3.8,2.1,15.6,15.6,121.6,yellow,N,32.4,3.7,71.34,9.44,3.51,0.64,0.74
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT419$ROW3$RANGE29$PHP02 X W606S,North Platte1,419,Hybrid HIPS,High,Full,1,3,29,PHP02 X W606S,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,14,4.1,2.8,20.5,20.5,117.3,orange,N,33,4.8,71.39,9.55,4.36,0.51,0.89
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT451$ROW3$RANGE31$LH195 X LH123HT,North Platte1,451,Hybrid HIPS,High,Full,1,3,31,LH195 X LH123HT,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,15.4,3.9,2.8,22.3,22.3,142.4,yellow,N,27.6,4.3,70.7,10.78,3.23,0.94,0.82
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT467$ROW3$RANGE32$LH195 X PHZ51,North Platte1,467,Hybrid HIPS,High,Full,1,3,32,LH195 X PHZ51,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,17.4,4,2.4,30.3,30.3,176.3,yellow,N,30.2,4.8,72.21,9.16,4.24,0.43,0.93
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT483$ROW3$RANGE33$HOEGEMEYER 7089 AMXT,North Platte1,483,Hybrid HIPS,High,Full,1,3,33,HOEGEMEYER 7089 AMXT,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,17.4,4.2,2.6,25.8,25.8,194.5,yellow,N,35.5,4.7,72.54,8.92,4.21,0.39,0.92
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT499$ROW3$RANGE34$PHG39 X PHM49,North Platte1,499,Hybrid HIPS,High,Full,1,3,34,PHG39 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,13.1,4,2.1,16.3,16.3,128.8,yellow,N,31.6,4.4,70.65,10.42,3.63,0.9,0.87
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT515$ROW3$RANGE35$F42 X MO17,North Platte1,515,Hybrid HIPS,High,Full,1,3,35,F42 X MO17,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,16.4,4.4,2.5,23.7,23.7,176.8,yellow,N,29.6,4.3,70.47,9.65,2.65,1.05,0.87
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT4$ROW4$RANGE1$PHT69 X 3IIH6,North Platte1,4,Hybrid HIPS,Low,Full,1,4,1,PHT69 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,14.8,3.5,2.4,12.8,12.8,96.4,yellow,N,21.2,5,68.78,10.75,4.12,0.61,1.1
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT20$ROW4$RANGE2$PHK56 X LH82,North Platte1,20,Hybrid HIPS,Low,Full,1,4,2,PHK56 X LH82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,14.2,4.4,3,22.4,22.4,126.3,yellow,N,25.9,4.2,70.28,10.09,4.4,0.64,0.89
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT36$ROW4$RANGE3$PHB47 X 3IIH6,North Platte1,36,Hybrid HIPS,Low,Full,1,4,3,PHB47 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,16,4.1,2.6,23.4,23.4,138.2,yellow,N,28.1,4.3,69.49,10.91,3.6,1.02,0.87
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT52$ROW4$RANGE4$LH82 X PHJ89,North Platte1,52,Hybrid HIPS,Low,Full,1,4,4,LH82 X PHJ89,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,15.8,4.2,2.5,18.6,18.6,141.7,yellow,N,24,4.4,71.69,9.12,4.19,0.05,0.91
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT68$ROW4$RANGE5$HOEGEMEYER 8065RR,North Platte1,68,Hybrid HIPS,Low,Full,1,4,5,HOEGEMEYER 8065RR,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,15.2,4.4,2.9,16.7,16.7,163,yellow,N,32.5,NA,71.84,8.87,4.6,0.47,0.96
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT84$ROW4$RANGE6$B84 X 3IIH6,North Platte1,84,Hybrid HIPS,Low,Full,1,4,6,B84 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,14.5,3.9,2.4,22.6,22.6,117.1,yellow,N,29.7,5,68.04,9.58,3.66,1.17,0.9
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT100$ROW4$RANGE7$LH82 X W606S,North Platte1,100,Hybrid HIPS,Low,Full,1,4,7,LH82 X W606S,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,13.5,4,2.8,16.5,16.5,110.8,orange,N,22.8,4.2,70.68,8.53,3.22,0.17,0.85
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT116$ROW4$RANGE8$LH198 X PHB47,North Platte1,116,Hybrid HIPS,Low,Full,1,4,8,LH198 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,14.9,3.6,2.1,21.9,21.9,142.9,yellow,N,28.6,4.4,66.9,11.87,3.86,1.69,1
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT132$ROW4$RANGE9$PHK56 X LH185,North Platte1,132,Hybrid HIPS,Low,Full,1,4,9,PHK56 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,17.1,4.2,2.5,20,20,140.1,yellow,N,33.1,4.5,68.05,10.19,2.66,1.24,0.76
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT148$ROW4$RANGE10$PHB47 X PHJ89,North Platte1,148,Hybrid HIPS,Low,Full,1,4,10,PHB47 X PHJ89,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,14.6,4.1,2.5,18.3,18.3,142.6,yellow,N,29.3,4.3,71.01,10.65,3.78,0.64,0.8
NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT164$ROW4$RANGE11$PHK76 X LH145,North Platte1,164,Hybrid HIPS,Low,Full,1,4,11,PHK76 X LH145,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,16.2,3.9,2.8,22.2,22.2,117.9,yellow,N,25.9,4.1,71.8,9.47,3.69,0.36,0.73
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT180$ROW4$RANGE13$2369 X PHZ51,North Platte1,180,Hybrid HIPS,Medium,Full,1,4,13,2369 X PHZ51,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,15.1,3.9,2.8,23.4,23.4,128.1,yellow,N,28,4.1,70.63,9.96,3.96,0.69,0.83
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT196$ROW4$RANGE14$B105 X 3IIH6,North Platte1,196,Hybrid HIPS,Medium,Full,1,4,14,B105 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,15.6,4.1,2.9,17.9,17.9,134.3,yellow,N,27.3,NA,67.94,9.03,4.06,0.88,1.05
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT212$ROW4$RANGE15$B73 X PHZ51,North Platte1,212,Hybrid HIPS,Medium,Full,1,4,15,B73 X PHZ51,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,14,3.9,2.8,22.2,22.2,115.9,yellow,N,30.4,NA,70.01,11.07,4.29,0.92,1.02
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT228$ROW4$RANGE16$F42 X MO17,North Platte1,228,Hybrid HIPS,Medium,Full,1,4,16,F42 X MO17,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,15.2,3.9,2.2,18.9,18.9,140.8,yellow,N,32.1,4.8,67.21,11.11,3.4,1.23,1.07
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT244$ROW4$RANGE17$N209 X 3IIH6,North Platte1,244,Hybrid HIPS,Medium,Full,1,4,17,N209 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,15.8,4.8,2.5,22.5,22.5,151.9,yellow,N,33,NA,67.13,8.82,3.61,1.58,1.29
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT260$ROW4$RANGE18$PHW52 X LH185,North Platte1,260,Hybrid HIPS,Medium,Full,1,4,18,PHW52 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,17.1,4,2.2,20.8,20.8,171.8,yellow,N,35,4.3,71.56,9.36,4.39,0.91,0.99
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT276$ROW4$RANGE19$B14A X MO17,North Platte1,276,Hybrid HIPS,Medium,Full,1,4,19,B14A X MO17,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,16,4.1,2.6,22.3,22.3,147.7,yellow,N,33.9,NA,67.79,10.27,2.94,1.49,1.07
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT292$ROW4$RANGE20$PHZ51 X LH145,North Platte1,292,Hybrid HIPS,Medium,Full,1,4,20,PHZ51 X LH145,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,15.6,4.1,2.8,21,21,124.1,yellow,N,29.2,NA,71.1,9.38,3.7,0.67,0.8
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT308$ROW4$RANGE21$PHK76 X LH145,North Platte1,308,Hybrid HIPS,Medium,Full,1,4,21,PHK76 X LH145,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,16.9,3.8,2.5,24.4,24.4,126.9,yellow,N,26.5,3.9,71.75,9.89,3.63,0.41,0.72
NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT340$ROW4$RANGE23$2369 X PHP02,North Platte1,340,Hybrid HIPS,Medium,Full,1,4,23,2369 X PHP02,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,14.8,4.2,2.9,22.3,22.3,126.6,yellow,N,31.4,NA,69.8,10.13,4.27,0.72,0.91
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT356$ROW4$RANGE25$LH195 X PHM49,North Platte1,356,Hybrid HIPS,High,Full,1,4,25,LH195 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,15.8,4.5,3,21.9,21.9,159.1,yellow,N,33.7,NA,71.09,9.44,4.73,0.36,0.99
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT372$ROW4$RANGE26$LH185 X LH145,North Platte1,372,Hybrid HIPS,High,Full,1,4,26,LH185 X LH145,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,16.5,3.6,2.1,18.5,18.5,135.1,orange,N,28.2,4.7,71.52,10.37,3.82,1.25,0.95
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT388$ROW4$RANGE27$PHB47 X 3IIH6,North Platte1,388,Hybrid HIPS,High,Full,1,4,27,PHB47 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,16.2,4.1,2.6,18.8,18.8,137,yellow,N,26.8,4.4,67.59,10.55,3.22,1.09,0.93
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT404$ROW4$RANGE28$LH82 X PHJ89,North Platte1,404,Hybrid HIPS,High,Full,1,4,28,LH82 X PHJ89,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,16.1,4.5,3,17.5,17.5,151.8,yellow,N,25.5,4.2,71.72,9.59,3.37,0.2,0.9
