qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,pedigreeID,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
22-A-1583876,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,52,1,22,14,1583876,HOEGEMEYER 7089 AMXT,1739672,2022-05-22,,,NA,NA,NA,NA,NA,NA,93,201,26000,14.79,136.46,12.3,NA,16.462,NA,4.366,2.448,NA,16.5,490,30.434,149,20,NA,NA,NA,NA,NA,NA,,0,2022-10-16,x - seed spilled during counting; re-started the counting so AKW would be accurate;Check
22-A-1583877,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,58,1,17,15,1583877,PHP02 X PHK76,1739646,2022-05-22,,,NA,NA,NA,NA,NA,NA,90,196,29000,16.15,145.61,14.3,NA,15.457,NA,4.494,2.636,NA,14,461,30.803,142,20.367,NA,NA,NA,NA,NA,NA,,5.17,2022-10-16,Check
22-A-1583878,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,56,1,18,15,1583878,PHK56 X W606S,1739630,2022-05-22,,,NA,NA,NA,NA,NA,NA,112,224,28000,17.32,150.69,17.3,NA,16.885,NA,4.624,2.628,NA,14.5,533,30.544,162.7,26.567,NA,NA,NA,NA,NA,NA,,8.93,2022-10-16,Check
22-A-1583879,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,62,1,19,15,1583879,PHK76 X LH145,1739636,2022-05-22,,,NA,NA,NA,NA,NA,NA,87,171,31000,6.65,66.25,5.3,NA,16.178,NA,3.897,2.407,NA,14.5,427,23.638,100.9,17.867,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1583880,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,59,1,20,15,1583880,PHK56 X LH82,1739629,2022-05-22,,,NA,NA,NA,NA,NA,NA,97,185,29500,16.44,150.82,12.8,NA,14.29,NA,4.311,2.417,NA,18,524,23.412,122.6,16.467,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1583881,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,49,1,21,15,1583881,PHP02 X LH185,1739643,2022-05-22,,,NA,NA,NA,NA,NA,NA,91,178,24500,8.96,89.17,5.4,NA,16.681,NA,4.465,2.611,NA,14.5,513,24.185,124.1,16.667,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1583882,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,59,1,22,15,1583882,PHK76 X 3IIH6,1739638,2022-05-22,,,NA,NA,NA,NA,NA,NA,102,183,29500,11.13,109.01,6.9,NA,15.091,NA,4.01,2.386,NA,15.2,394,23.838,94,13.933,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1583883,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,60,1,17,16,1583883,PHK56 X PHJ89,1739633,2022-05-22,,,NA,NA,NA,NA,NA,NA,82,214,30000,18.77,162.52,17.7,NA,15.57,NA,4.54,2.243,NA,13.5,507,31.216,158.4,19.033,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1583884,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,58,1,18,16,1583884,PHN46 X PHB47,1739602,2022-05-22,,,NA,NA,NA,NA,NA,NA,123,226,29000,20.29,180.16,15.6,NA,16.192,NA,4.71,2.731,NA,14,495,33.336,164.9,20.967,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1583885,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,60,1,19,16,1583885,PIONEER P0589 AMXT,1739670,2022-05-22,,,NA,NA,NA,NA,NA,NA,105,208,30000,20.51,184.49,14.5,NA,15.806,NA,4.571,2.411,NA,16,472,30.756,145.2,17.233,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1583886,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,56,1,20,16,1583886,LH185 X LH82,1716292,2022-05-22,,,NA,NA,NA,NA,NA,NA,75,179,28000,16.01,140.47,16.6,NA,17.794,NA,4.663,2.668,NA,17,621,29.195,181.4,17.7,NA,NA,NA,NA,NA,NA,,0,2022-10-16,x - seed spilled during counting; re-started the counting so AKW would be accurate;Check
22-A-1585420,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,64,2,19,17,1585420,B73 X 3IIH6,1739664,2022-05-22,,,NA,NA,NA,NA,NA,NA,111,225,32000,17.11,158.58,11.9,NA,18.544,NA,4.758,2.646,NA,18,651,25.709,167.4,22.1,NA,NA,NA,NA,NA,NA,,1.56,2022-10-16,Check
22-A-1585421,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,61,2,21,20,1585421,2369 X 3IIH6,1739617,2022-05-22,,,NA,NA,NA,NA,NA,NA,109,236,30500,14.95,137.78,12.4,NA,17.014,NA,4.55,2.56,NA,16.5,592,24.702,146.2,18.267,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585422,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,49,2,21,23,1585422,PHW52 X LH185,1739611,2022-05-22,,,NA,NA,NA,NA,NA,NA,82,198,24500,12.24,107.39,16.6,NA,16.261,NA,4.739,2.449,NA,15,481,32.883,158.2,16.533,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585423,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,64,2,18,28,1585423,LH195 X 3IIH6,1739660,2022-05-22,,,NA,NA,NA,NA,NA,NA,104,210,32000,19.24,173.67,14.2,NA,15.875,NA,4.437,2.393,NA,17.5,518,25.724,133.2,14.433,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585424,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,65,2,22,27,1585424,B73 X PHN82,1739652,2022-05-22,,,NA,NA,NA,NA,NA,NA,108,209,32500,14.08,120.87,18.4,NA,16.245,NA,4.855,2.638,NA,17,614,29.397,180.5,27.7,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585425,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,61,2,22,29,1585425,2369 X LH123HT,1739654,2022-05-22,,,NA,NA,NA,NA,NA,NA,128,241,30500,15.93,133.91,20.1,NA,16.659,NA,4.372,2.512,NA,14.5,540,26.214,141.5,22.933,NA,NA,NA,NA,NA,NA,,1.64,2022-10-16,Check
22-A-1585426,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,59,2,20,26,1585426,PHW52 X PHN82,1739661,2022-05-22,,,NA,NA,NA,NA,NA,NA,83,184,29500,18.39,155.16,19.8,NA,17.341,NA,4.666,2.507,NA,15.5,507,32.93,167.1,22.6,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585427,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,66,2,19,29,1585427,LH145 X LH162,1739606,2022-05-22,,,NA,NA,NA,NA,NA,NA,95,206,33000,16.83,139.7,21.1,NA,15.331,NA,4.133,2.276,NA,13,394,29.712,117.1,17.6,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585428,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,54,2,19,30,1585428,LH74 X PHN82,1739651,2022-05-22,,,NA,NA,NA,NA,NA,NA,92,193,27000,13.31,121.82,13,NA,14.467,NA,4.423,2.423,NA,16,437,31.007,135.5,18.833,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Severe bend in ear. String used to measure ear length;Check
22-A-1585430,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,66,2,20,21,1585430,LH123HT X 3IIH6,1739659,2022-05-22,,,NA,NA,NA,NA,NA,NA,116,237,33000,12.67,119.96,10,NA,17.754,NA,4.354,2.592,NA,14.5,497,27.311,135.7,21.067,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585431,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,69,2,22,28,1585431,B37 X OH43,1739667,2022-05-22,,,NA,NA,NA,NA,NA,NA,102,210,34500,4.8,47.82,5.3,NA,14.409,NA,4.738,2.725,NA,17.5,458,26.342,120.7,20.1,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585432,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,67,2,18,20,1585432,PHW52 X PHM49,1739613,2022-05-22,,,NA,NA,NA,NA,NA,NA,109,224,33500,23.46,188.81,23.5,NA,15.93,NA,4.542,2.418,NA,13.5,411,35.231,144.8,20,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585434,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,59,2,17,30,1585434,B14A X MO17,1739655,2022-05-22,,,NA,NA,NA,NA,NA,NA,115,237,29500,23.75,193.64,22.5,NA,18.394,NA,4.628,2.499,NA,14.5,564,29.096,164.1,26.1,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585435,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,65,2,18,27,1585435,PHB47 X PHK56,1739653,2022-05-22,,,NA,NA,NA,NA,NA,NA,111,204,32500,15.15,138.82,12.9,NA,16.055,NA,4.201,2.187,NA,13.5,441,31.043,136.9,21.433,NA,NA,NA,NA,NA,NA,,1.54,2022-10-16,Check
22-A-1585437,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,57,2,17,24,1585437,LH195 X PHZ51,1739608,2022-05-22,,,NA,NA,NA,NA,NA,NA,126,238,28500,12.33,103.13,20.5,NA,14.494,NA,4.323,2.455,NA,14.5,403,29.562,119.1,21.467,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585438,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,62,2,20,23,1585438,PHB47 X 3IIH6,1739625,2022-05-22,,,NA,NA,NA,NA,NA,NA,87,204,31000,9.9,98.63,5.3,NA,15.43,NA,4.014,2.281,NA,14.5,362,24.304,87.9,11.333,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585439,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,59,2,18,21,1585439,PHB47 X LH185,1716298,2022-05-22,,,NA,NA,NA,NA,NA,NA,95,210,29500,18.17,161.72,15.4,NA,19.102,NA,4.778,2.605,NA,13,540,35.148,189.8,22.933,NA,NA,NA,NA,NA,NA,,3.39,2022-10-16,Check
22-A-1585440,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,62,2,19,20,1585440,2369 X PHN82,1739616,2022-05-22,,,NA,NA,NA,NA,NA,NA,99,206,31000,13.55,126.3,11.4,NA,14.739,NA,4.535,2.677,NA,16,512,27.936,143,17.733,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585441,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,66,2,19,25,1585441,LH195 X LH123HT,1739658,2022-05-22,,,NA,NA,NA,NA,NA,NA,106,222,33000,9.5,87.85,12.1,NA,14.618,NA,4.186,2.539,NA,14,375,28.579,107.3,18.267,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585442,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,62,2,22,18,1585442,F42 X MO17,1739657,2022-05-22,,,NA,NA,NA,NA,NA,NA,12,228,31000,11.87,100.53,19.5,NA,16.933,NA,4.397,2.569,NA,15,546,25.36,138.5,20.667,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585443,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,62,2,20,24,1585443,WF9 X H95,1739666,2022-05-22,,,NA,NA,NA,NA,NA,NA,108,186,31000,2.74,27.3,5.3,NA,9.442,NA,3.162,1.932,NA,16,240,19.375,46.5,7.9,NA,NA,NA,NA,NA,NA,,0,2022-10-16,x - collect data;Check
22-A-1585444,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,55,2,22,21,1585444,LH82 X PHJ89,1716296,2022-05-22,,,NA,NA,NA,NA,NA,NA,93,187,27500,10.13,99.33,6.8,NA,16.16,NA,4.354,2.352,NA,16.5,579,22.106,128.1,14.167,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585445,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,64,2,18,29,1585445,LH74 X PHM49,1739623,2022-05-22,,,NA,NA,NA,NA,NA,NA,103,199,32000,15.34,128.95,20.1,NA,14.381,NA,4.292,2.182,NA,15,400,31.973,128,15.3,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585446,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,66,2,17,18,1585446,PHK56 X LH198,1739632,2022-05-22,,,NA,NA,NA,NA,NA,NA,94,203,33000,19.84,173.03,17.1,NA,15.633,NA,4.782,2.504,NA,15.5,560,31.202,174.7,26.6,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585447,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,70,2,18,18,1585447,PHP02 X LH82,1739648,2022-05-22,,,NA,NA,NA,NA,NA,NA,93,172,35000,14.95,135.26,14,NA,NA,NA,3.974,2.455,NA,17,363,22.11,80.3,9.1,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585448,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,64,2,20,27,1585448,HOEGEMEYER 8065RR,NA,2022-05-22,,,NA,NA,NA,NA,NA,NA,72,182,32000,21.25,186.23,16.7,NA,16.541,NA,4.634,2.429,NA,15.5,549,31.851,175,16.567,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585449,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,68,2,22,17,1585449,PHK76 X LH82,1739640,2022-05-22,,,NA,NA,NA,NA,NA,NA,94,188,34000,11.5,113.73,6,NA,16.201,NA,4.248,2.502,NA,16.5,509,24.614,125.4,15.6,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585450,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,52,2,19,22,1585450,LH82 X PHB47,1716295,2022-05-22,,,NA,NA,NA,NA,NA,NA,91,202,26000,11.48,114.01,5.6,NA,16.879,NA,4.262,2.547,NA,16.5,606,21.464,130,18.467,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585452,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,62,2,19,21,1585452,B84 X 3IIH6,1739621,2022-05-22,,,NA,NA,NA,NA,NA,NA,133,244,31000,9.65,95.94,5.5,NA,18.223,NA,4.65,2.668,NA,16.5,607,26.079,158.3,25.6,NA,NA,NA,NA,NA,NA,,8.06,2022-10-16,Check
22-A-1585453,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,69,2,22,26,1585453,LH123HT X PHB47,1739622,2022-05-22,,,NA,NA,NA,NA,NA,NA,94,221,34500,11.28,105.14,11.4,NA,17.154,NA,3.998,2.407,NA,14,471,25.449,119.9,20.933,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585454,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,55,2,21,30,1585454,PHK56 X 3IIH6,1739631,2022-05-22,,,NA,NA,NA,NA,NA,NA,110,202,27500,17.79,161.71,13.6,NA,14.726,NA,4.508,2.304,NA,14,417,32.021,133.6,17.1,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585455,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,63,2,19,19,1585455,LH82 X W606S,1716297,2022-05-22,,,NA,NA,NA,NA,NA,NA,103,189,31500,12.85,118.15,12.6,NA,17.567,NA,4.472,2.774,NA,17.5,585,21.737,127.2,18,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585456,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,64,2,18,25,1585456,B73 X PHZ51,1739604,2022-05-22,,,NA,NA,NA,NA,NA,NA,131,246,32000,13.86,122.92,15.7,NA,16.426,NA,4.487,2.557,NA,16,541,27.585,149.2,22.433,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585457,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,70,2,17,20,1585457,PHZ51 X LH145,1739614,2022-05-22,,,NA,NA,NA,NA,NA,NA,117,220,35000,8.95,89.17,5.3,NA,18.487,NA,4.156,2.687,NA,14.5,552,20.857,115.2,26.967,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585458,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,61,2,20,28,1585458,PHG39 X PHM49,1739626,2022-05-22,,,NA,NA,NA,NA,NA,NA,91,193,30500,17.14,141.01,21.8,NA,17.243,NA,4.436,2.357,NA,15,519,31.882,165.5,22.033,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585459,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,57,2,19,26,1585459,2369 X PHP02,1739615,2022-05-22,,,NA,NA,NA,NA,NA,NA,102,188,28500,11,107.51,7.1,NA,16.862,NA,4.291,2.426,NA,16,480,25.767,123.8,14.633,NA,NA,NA,NA,NA,NA,,3.51,2022-10-16,Check
22-A-1585460,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,57,2,17,22,1585460,LH198 X PHB47,1716294,2022-05-22,,,NA,NA,NA,NA,NA,NA,100,227,28500,15.98,138.53,17.6,NA,15.609,NA,4.456,2.524,NA,13.5,466,29.821,139,24.767,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585461,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,55,2,18,17,1585461,PHP02 X PHN46,1739644,2022-05-22,,,NA,NA,NA,NA,NA,NA,99,198,27500,17.71,155.95,16.3,NA,15.345,NA,5.112,2.776,NA,15.5,545,30.33,165.3,18.2,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585462,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,75,2,18,19,1585462,LH198 X PHZ51,1739662,2022-05-22,,,NA,NA,NA,NA,NA,NA,118,236,37500,19.25,169.91,16.1,NA,14.911,NA,4.106,2.524,NA,12.5,291,32.305,93.9,21.633,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585463,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,61,2,22,23,1585463,B73 X PHM49,1739605,2022-05-22,,,NA,NA,NA,NA,NA,NA,122,231,30500,11.71,97.2,21.1,NA,16.817,NA,4.567,2.44,NA,15,547,26.74,146.3,20.833,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585464,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,71,2,20,30,1585464,B37 X MO17,1739656,2022-05-22,,,NA,NA,NA,NA,NA,NA,113,222,35500,12.49,110.11,16.2,NA,17.916,NA,4.285,2.504,NA,13,478,29.547,141.2,25.333,NA,NA,NA,NA,NA,NA,,1.41,2022-10-16,Check
22-A-1585465,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,59,2,20,19,1585465,PHK56 X LH185,1739634,2022-05-22,,,NA,NA,NA,NA,NA,NA,109,234,29500,17.52,155.01,15.9,NA,15.619,NA,4.334,2.433,NA,13,414,28.388,117.4,16.433,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585467,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,68,2,20,17,1585467,SYNGENTA NK0760-3111,1739673,2022-05-22,,,NA,NA,NA,NA,NA,NA,127,239,34000,18.46,166.82,14.1,NA,15.076,NA,4.533,2.427,NA,15,484,25.985,125.8,17.067,NA,NA,NA,NA,NA,NA,,1.47,2022-10-16,Check
22-A-1585468,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,66,2,21,21,1585468,B37 X H95,1739665,2022-05-22,,,NA,NA,NA,NA,NA,NA,92,227,33000,4.11,40.95,5.3,NA,16.572,NA,4.752,2.829,NA,17.5,523,27.057,141.6,30.4,NA,NA,NA,NA,NA,NA,,6.06,2022-10-16,Check
22-A-1585469,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,62,2,20,22,1585469,2FACC X 3IIH6,1739618,2022-05-22,,,NA,NA,NA,NA,NA,NA,91,190,31000,12.31,119.28,7.9,NA,15.2,NA,4.469,2.568,NA,17,462,25.141,116.1,18.167,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Severe bend in ear. String used to measure ear length;Check
22-A-1585470,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,62,2,19,28,1585470,LH195 X PHM49,1739609,2022-05-22,,,NA,NA,NA,NA,NA,NA,75,178,31000,5.98,59.58,5.3,NA,15.512,NA,3.618,2.078,NA,13.5,350,22.483,78.8,12.167,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585471,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,48,2,22,25,1585471,PHK76 X W606S,1739639,2022-05-22,,,NA,NA,NA,NA,NA,NA,89,186,24000,8.86,88.27,5.3,NA,16.719,NA,3.891,2.423,NA,13.5,416,21.779,90.6,16.733,NA,NA,NA,NA,NA,NA,,4.17,2022-10-16,Check
22-A-1585472,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,57,2,17,25,1585472,PHP02 X W606S,1739647,2022-05-22,,,NA,NA,NA,NA,NA,NA,102,208,28500,12.99,117.39,14.1,NA,15.54,NA,4.12,2.604,NA,15.5,391,22.811,89.3,10.7,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585474,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,71,2,19,18,1585474,B73 X MO17,1739603,2022-05-22,,,NA,NA,NA,NA,NA,NA,109,242,35500,14.08,119.39,19.4,NA,17.813,NA,4.371,2.46,NA,14,472,27.809,131.2,21.833,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585475,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,64,2,17,19,1585475,F42 X OH43,1739668,2022-05-22,,,NA,NA,NA,NA,NA,NA,111,233,32000,14.04,117.72,20.3,NA,17.693,NA,4.884,2.872,NA,17.5,703,27.448,192.9,26.767,NA,NA,NA,NA,NA,NA,,1.56,2022-10-16,Check
22-A-1585476,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,69,2,21,26,1585476,PHP02 X PHB47,1739641,2022-05-22,,,NA,NA,NA,NA,NA,NA,92,195,34500,12.03,115.68,8.6,NA,17.502,NA,4.471,2.537,NA,15,495,27.481,136,21.233,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585477,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,62,2,21,17,1585477,PHP02 X LH145,1739645,2022-05-22,,,NA,NA,NA,NA,NA,NA,111,201,31000,9.4,93.65,5.3,NA,16.223,NA,4.128,2.597,NA,15.5,450,23.494,105.8,16.667,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585478,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,60,2,21,29,1585478,PHP02 X PHK56,1739649,2022-05-22,,,NA,NA,NA,NA,NA,NA,86,207,30000,17.96,160.42,15.1,NA,16.626,NA,4.471,2.419,NA,16,541,27.813,150.5,18.567,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585479,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,55,2,18,30,1585479,PHP02 X PHJ89,1739642,2022-05-22,,,NA,NA,NA,NA,NA,NA,106,209,27500,14.04,127.62,13.6,NA,17.606,NA,4.454,2.368,NA,13.5,487,31.382,152.9,17.833,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585480,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,69,2,20,29,1585480,4N506 X 3IIH6,1739619,2022-05-22,,,NA,NA,NA,NA,NA,NA,112,220,34500,14.09,132.22,10.8,NA,17.425,NA,4.608,2.589,NA,17.5,569,28.635,162.9,24.833,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585482,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,73,2,21,28,1585482,2369 X PHZ51,1739663,2022-05-22,,,NA,NA,NA,NA,NA,NA,102,227,36500,11.49,109.88,9.1,NA,18.726,NA,4.461,2.447,NA,12.5,507,31.669,160.7,26.833,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585483,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,62,2,19,27,1585483,PHK76 X LH198,1739637,2022-05-22,,,NA,NA,NA,NA,NA,NA,105,189,31000,13.38,125.7,10.7,NA,16.193,NA,4.454,2.438,NA,14,481,32.001,154,23.533,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585485,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,57,2,17,26,1585485,PHP02 X LH198,1739650,2022-05-22,,,NA,NA,NA,NA,NA,NA,98,196,28500,15.42,133.84,17.5,NA,15.91,NA,4.907,2.617,NA,16.5,554,32.359,179.3,28.5,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585486,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,74,2,21,25,1585486,LH195 X LH185,1739607,2022-05-22,,,NA,NA,NA,NA,NA,NA,88,179,37000,8.52,84.88,5.3,NA,12.747,NA,3.911,1.979,NA,14.5,292,27.226,79.5,8.8,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585488,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,59,2,19,24,1585488,PHW52 X PHZ51,1739612,2022-05-22,,,NA,NA,NA,NA,NA,NA,94,201,29500,6.46,64.36,5.3,NA,17.724,NA,4.44,2.59,NA,14,469,33.852,158.8,26.767,NA,NA,NA,NA,NA,NA,,1.69,2022-10-16,Check
22-A-1585489,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,50,2,18,23,1585489,PHP02 X PHG47,1739627,2022-05-22,,,NA,NA,NA,NA,NA,NA,114,189,25000,14.59,135.23,11.9,NA,16.253,NA,4.334,2.439,NA,16,473,28.161,133.2,15.867,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585490,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,47,2,18,26,1585490,PHN46 X PHK56,1716300,2022-05-22,,,NA,NA,NA,NA,NA,NA,90,206,23500,16.83,146.61,17.2,NA,15.952,NA,4.732,2.467,NA,17.5,620,28.897,179.1,21.867,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
22-A-1585491,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,49,2,18,22,1585491,PHN46 X W606S,1739601,2022-05-22,,,NA,NA,NA,NA,NA,NA,105,229,24500,21.7,188.11,17.6,NA,17.734,NA,4.891,2.855,NA,15,546,29.915,163.3,24.433,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Cob broke in pieces during shelling;Check
22-A-1585492,2022,Ames,Ames B1,0,Medium,150,LC_4232,17.5,65,2,22,19,1585492,PHT69 X 3IIH6,1739628,2022-05-22,,,NA,NA,NA,NA,NA,NA,93,187,32500,11.7,112.01,9,NA,18.242,NA,4.474,2.59,NA,15.5,513,25.974,133.3,17.9,NA,NA,NA,NA,NA,NA,,0,2022-10-16,Check
